ID,Start Date,Start Time,offensegroup,OFFENSE
5513,03/31/2022,23:00:00,property,theft f/auto
5514,04/01/2022,23:50:00,property,theft f/auto
5515,04/02/2022,10:00:00,property,theft/other
5516,06/29/2022,12:19:00,property,theft/other
5517,06/21/2022,18:30:00,property,theft/other
5518,01/08/2023,10:30:00,property,motor vehicle theft
5519,01/06/2023,00:00:00,property,theft/other
5520,01/08/2023,16:49:00,property,theft/other
5521,01/07/2023,21:30:00,property,theft f/auto
5522,01/14/2023,00:05:00,property,theft f/auto
5523,01/29/2023,13:00:00,property,theft f/auto
5524,02/03/2023,19:29:00,violent,robbery
5525,01/28/2023,16:42:00,property,motor vehicle theft
5526,01/29/2023,00:00:00,property,theft/other
5527,02/03/2023,13:48:00,property,motor vehicle theft
5528,02/03/2023,16:38:00,property,theft/other
5529,02/03/2023,16:00:00,property,motor vehicle theft
5530,02/11/2023,23:00:00,property,motor vehicle theft
5531,02/11/2023,20:00:00,property,theft f/auto
5532,02/12/2023,15:34:00,property,theft/other
5533,02/12/2023,14:47:00,property,theft/other
5534,02/12/2023,00:30:00,property,theft/other
5535,06/30/2022,06:10:00,property,theft/other
5536,07/01/2022,02:00:00,property,theft f/auto
5537,06/29/2022,20:00:00,property,theft/other
5538,09/07/2022,06:30:00,property,theft f/auto
5539,08/28/2022,22:01:00,property,theft/other
5540,08/24/2022,21:16:00,property,theft/other
5541,09/09/2022,02:00:00,property,theft/other
5542,01/14/2023,08:08:00,property,motor vehicle theft
5543,01/11/2023,19:00:00,property,theft f/auto
5544,01/13/2023,19:00:00,property,motor vehicle theft
5545,01/14/2023,10:30:00,property,theft/other
5546,01/10/2023,16:45:00,property,motor vehicle theft
5547,02/03/2023,20:00:00,property,theft/other
5548,02/07/2023,11:00:00,property,motor vehicle theft
5549,02/08/2023,19:16:00,property,theft/other
5550,02/06/2023,21:00:00,property,theft f/auto
5551,02/08/2023,20:15:00,property,motor vehicle theft
5552,06/09/2017,00:20:00,violent,homicide
5553,05/28/2022,00:00:00,property,motor vehicle theft
5554,03/05/2022,19:00:00,property,theft f/auto
5555,03/07/2022,17:32:00,property,theft f/auto
5556,03/06/2022,19:00:00,property,theft f/auto
5557,03/20/2022,16:45:00,property,theft/other
5558,03/07/2022,21:29:00,violent,assault w/dangerous weapon
5559,03/25/2022,16:30:00,property,theft/other
5560,03/25/2022,18:30:00,property,theft f/auto
5561,03/26/2022,21:20:00,property,theft/other
5562,03/26/2022,22:00:00,property,motor vehicle theft
5563,02/12/2022,16:00:00,property,theft/other
5564,03/26/2022,11:25:00,property,theft/other
5565,03/07/2022,20:58:00,property,motor vehicle theft
5566,03/07/2022,20:40:00,property,motor vehicle theft
5567,03/07/2022,14:08:00,property,theft/other
5568,03/13/2022,19:33:00,property,motor vehicle theft
5569,03/13/2022,22:06:00,property,motor vehicle theft
5570,03/13/2022,22:05:00,property,motor vehicle theft
5571,03/20/2022,01:50:00,violent,robbery
5572,03/19/2022,21:30:00,violent,robbery
5573,02/22/2022,22:33:00,violent,assault w/dangerous weapon
5574,03/12/2022,19:30:00,property,motor vehicle theft
5575,03/13/2022,22:00:00,property,burglary
5576,03/14/2022,02:11:00,property,burglary
5577,03/17/2022,00:09:00,property,theft f/auto
5578,03/18/2022,19:20:00,property,theft/other
5579,03/20/2022,01:20:00,property,motor vehicle theft
5580,03/20/2022,02:46:00,property,theft f/auto
5581,03/20/2022,03:45:00,property,theft f/auto
5582,03/19/2022,05:00:00,property,theft f/auto
5583,03/25/2022,23:03:00,violent,assault w/dangerous weapon
5584,03/26/2022,02:14:00,violent,robbery
5585,02/23/2022,00:47:00,property,theft/other
5586,02/22/2022,15:09:00,property,theft/other
5587,02/23/2022,03:50:00,property,theft/other
5588,02/16/2022,18:00:00,property,theft f/auto
5589,03/25/2022,16:00:00,property,theft f/auto
5590,03/26/2022,00:00:00,property,motor vehicle theft
5591,03/16/2022,00:00:00,property,theft/other
5592,03/01/2022,15:40:00,property,theft f/auto
5593,02/22/2022,16:15:00,violent,robbery
5594,02/22/2022,19:13:00,violent,robbery
5595,03/01/2022,17:20:00,property,theft f/auto
5596,02/28/2022,16:00:00,property,theft f/auto
5597,03/01/2022,14:30:00,property,theft f/auto
5598,04/01/2022,12:09:00,property,theft/other
5599,04/01/2022,10:40:00,property,theft f/auto
5600,03/31/2022,16:00:00,property,theft f/auto
5601,02/22/2022,17:17:00,property,motor vehicle theft
5602,02/21/2022,18:30:00,property,theft f/auto
5603,02/22/2022,18:14:00,property,theft/other
5604,02/22/2022,19:26:00,property,motor vehicle theft
5605,02/22/2022,19:31:00,property,theft/other
5606,03/08/2022,12:32:00,property,theft/other
5607,03/08/2022,12:36:00,property,theft/other
5608,03/06/2022,19:00:00,property,theft f/auto
5609,03/06/2022,17:00:00,property,theft f/auto
5610,03/08/2022,16:31:00,property,theft f/auto
5611,03/13/2022,18:00:00,property,theft f/auto
5612,03/14/2022,16:55:00,property,theft f/auto
5613,03/14/2022,08:30:00,property,theft f/auto
5614,02/14/2022,07:00:00,property,theft f/auto
5615,02/23/2022,19:12:00,property,theft/other
5616,03/01/2022,10:36:00,property,theft/other
5617,03/01/2022,12:30:00,property,theft/other
5618,03/01/2022,14:18:00,property,theft/other
5619,03/05/2022,12:30:00,property,theft/other
5620,03/14/2022,09:00:00,property,theft f/auto
5621,03/14/2022,21:21:00,property,theft/other
5622,03/20/2022,21:00:00,violent,assault w/dangerous weapon
5623,03/14/2022,06:05:00,violent,assault w/dangerous weapon
5624,03/20/2022,20:29:00,property,theft/other
5625,03/08/2022,05:45:00,property,theft/other
5626,03/06/2022,19:30:00,property,theft/other
5627,03/05/2022,00:00:00,property,theft/other
5628,02/24/2022,16:00:00,property,theft f/auto
5629,03/14/2022,05:49:00,property,theft/other
5630,03/14/2022,04:22:00,property,burglary
5631,03/14/2022,12:26:00,property,motor vehicle theft
5632,03/11/2022,13:00:00,property,theft f/auto
5633,03/14/2022,14:13:00,property,theft/other
5634,03/11/2022,00:00:00,property,theft f/auto
5635,03/11/2022,16:00:00,property,theft/other
5636,03/14/2022,15:43:00,property,theft/other
5637,03/19/2022,15:30:00,property,motor vehicle theft
5638,03/20/2022,15:57:00,property,theft/other
5639,03/20/2022,16:10:00,property,motor vehicle theft
5640,03/19/2022,18:22:00,property,theft/other
5641,03/26/2022,15:56:00,violent,robbery
5642,03/19/2022,20:15:00,property,theft f/auto
5643,03/20/2022,17:23:00,property,theft/other
5644,03/26/2022,00:00:00,property,theft f/auto
5645,04/02/2022,00:09:00,violent,robbery
5646,04/01/2022,19:25:00,property,theft/other
5647,03/31/2022,13:53:00,property,theft f/auto
5648,04/01/2022,21:00:00,property,motor vehicle theft
5649,04/01/2022,23:27:00,property,theft/other
5650,04/01/2022,17:40:00,property,theft f/auto
5651,02/18/2022,22:42:00,violent,assault w/dangerous weapon
5652,03/15/2022,06:00:00,property,burglary
5653,02/19/2022,09:30:00,violent,robbery
5654,03/19/2022,21:30:00,property,theft f/auto
5655,03/21/2022,09:06:00,property,motor vehicle theft
5656,03/21/2022,09:29:00,property,theft/other
5657,03/21/2022,08:50:00,property,burglary
5658,04/03/2022,08:01:00,property,theft/other
5659,02/19/2022,02:00:00,property,theft f/auto
5660,02/19/2022,05:49:00,property,theft/other
5661,02/24/2022,20:45:00,property,motor vehicle theft
5662,02/25/2022,07:40:00,property,theft/other
5663,02/23/2022,15:00:00,property,theft/other
5664,02/25/2022,09:20:00,property,theft/other
5665,03/20/2022,09:00:00,property,theft/other
5666,03/20/2022,21:40:00,property,theft f/auto
5667,03/26/2022,23:00:00,property,theft f/auto
5668,03/27/2022,10:58:00,property,theft f/auto
5669,03/26/2022,20:00:00,property,theft f/auto
5670,03/16/2022,12:39:00,property,theft/other
5671,03/14/2022,14:30:00,property,theft/other
5672,03/14/2022,23:00:00,property,theft f/auto
5673,03/16/2022,08:38:00,property,theft/other
5674,03/15/2022,12:52:00,property,theft/other
5675,03/15/2022,19:00:00,property,theft f/auto
5676,03/15/2022,15:00:00,property,theft f/auto
5677,03/21/2022,16:00:00,property,theft f/auto
5678,03/22/2022,14:51:00,property,theft/other
5679,03/27/2022,00:10:00,property,theft f/auto
5680,04/02/2022,22:51:00,violent,assault w/dangerous weapon
5681,04/02/2022,23:58:00,violent,assault w/dangerous weapon
5682,04/03/2022,01:25:00,violent,robbery
5683,03/03/2022,17:52:00,violent,assault w/dangerous weapon
5684,04/02/2022,20:20:00,property,theft/other
5685,04/01/2022,19:30:00,property,theft/other
5686,04/03/2022,01:14:00,property,theft f/auto
5687,04/03/2022,02:31:00,property,theft f/auto
5688,04/03/2022,03:18:00,property,theft f/auto
5689,03/03/2022,15:26:00,property,theft/other
5690,02/26/2022,12:00:00,property,theft f/auto
5691,03/03/2022,17:56:00,property,theft/other
5692,02/28/2022,18:29:00,property,theft/other
5693,03/10/2022,06:37:00,violent,robbery
5694,03/03/2022,12:33:00,property,theft/other
5695,03/04/2022,20:00:00,property,theft f/auto
5696,03/09/2022,22:00:00,property,theft f/auto
5697,03/10/2022,03:03:00,property,burglary
5698,03/10/2022,08:51:00,property,theft f/auto
5699,03/09/2022,13:00:00,property,theft/other
5700,03/09/2022,09:30:00,property,theft f/auto
5701,03/09/2022,16:50:00,property,theft/other
5702,02/16/2022,12:00:00,property,theft f/auto
5703,02/24/2022,17:56:00,property,theft f/auto
5704,03/27/2022,01:44:00,property,theft/other
5705,04/02/2022,07:45:00,property,theft/other
5706,03/30/2022,12:00:00,property,theft f/auto
5707,03/28/2022,21:00:00,property,theft f/auto
5708,04/02/2022,14:44:00,property,motor vehicle theft
5709,02/24/2022,21:03:00,property,theft/other
5710,01/06/2022,21:00:00,property,theft/other
5711,03/03/2022,01:52:00,property,burglary
5712,03/03/2022,10:40:00,property,theft/other
5713,03/03/2022,11:06:00,property,theft f/auto
5714,03/09/2022,19:31:00,violent,robbery
5715,03/09/2022,10:44:00,property,theft/other
5716,03/09/2022,19:03:00,property,motor vehicle theft
5717,03/08/2022,15:00:00,property,theft f/auto
5718,03/08/2022,19:00:00,property,theft f/auto
5719,03/07/2022,10:00:00,property,theft f/auto
5720,03/09/2022,19:30:00,property,theft f/auto
5721,03/09/2022,20:00:00,property,theft f/auto
5722,03/16/2022,02:36:00,property,burglary
5723,03/22/2022,09:43:00,violent,assault w/dangerous weapon
5724,11/21/2021,00:00:00,property,theft/other
5725,02/24/2022,04:58:00,property,theft/other
5726,02/19/2022,15:00:00,property,theft/other
5727,02/24/2022,09:37:00,property,burglary
5728,02/23/2022,02:30:00,property,theft/other
5729,03/16/2022,01:44:00,property,burglary
5730,03/16/2022,11:18:00,property,theft/other
5731,03/21/2022,12:29:00,property,theft f/auto
5732,03/20/2022,15:00:00,property,theft f/auto
5733,03/28/2022,12:20:00,violent,robbery
5734,02/23/2022,13:49:00,property,theft f/auto
5735,02/22/2022,11:30:00,property,theft/other
5736,02/24/2022,11:30:00,property,theft/other
5737,02/26/2022,09:10:00,property,theft/other
5738,02/28/2022,16:00:00,property,theft/other
5739,03/21/2022,12:10:00,property,motor vehicle theft
5740,03/22/2022,13:29:00,property,theft f/auto
5741,03/27/2022,13:00:00,property,theft/other
5742,03/07/2022,11:00:00,property,theft f/auto
5743,03/09/2022,15:30:00,property,theft f/auto
5744,03/08/2022,09:00:00,property,theft f/auto
5745,03/06/2022,15:00:00,property,theft f/auto
5746,02/23/2022,21:53:00,violent,assault w/dangerous weapon
5747,03/15/2022,21:31:00,violent,assault w/dangerous weapon
5748,03/15/2022,22:05:00,violent,assault w/dangerous weapon
5749,03/21/2022,21:15:00,violent,robbery
5750,02/15/2022,18:30:00,property,theft f/auto
5751,03/14/2022,20:15:00,property,theft f/auto
5752,03/15/2022,22:20:00,property,theft f/auto
5753,03/15/2022,15:51:00,property,theft/other
5754,03/21/2022,19:04:00,property,theft/other
5755,03/21/2022,19:22:00,property,theft/other
5756,03/20/2022,21:00:00,property,theft f/auto
5757,03/21/2022,20:05:00,property,motor vehicle theft
5758,03/21/2022,21:07:00,property,motor vehicle theft
5759,12/15/2021,15:00:00,property,theft/other
5760,01/21/2022,15:55:00,property,theft/other
5761,03/01/2022,21:30:00,property,theft f/auto
5762,03/21/2022,22:13:00,violent,robbery
5763,03/21/2022,22:43:00,violent,robbery
5764,03/01/2022,20:10:00,property,burglary
5765,03/02/2022,15:30:00,property,theft/other
5766,03/07/2022,16:06:00,property,theft/other
5767,03/21/2022,21:09:00,property,burglary
5768,03/21/2022,20:58:00,property,theft/other
5769,03/22/2022,00:00:00,property,theft/other
5770,03/19/2022,15:00:00,property,theft f/auto
5771,03/20/2022,11:08:00,property,theft/other
5772,03/27/2022,21:10:00,property,theft/other
5773,02/18/2022,13:12:00,property,theft/other
5774,03/09/2022,05:28:00,property,motor vehicle theft
5775,03/09/2022,07:39:00,property,motor vehicle theft
5776,03/08/2022,12:31:00,property,theft/other
5777,03/15/2022,11:48:00,property,theft/other
5778,03/15/2022,12:30:00,property,theft/other
5779,02/21/2022,18:30:00,property,theft f/auto
5780,02/23/2022,11:18:00,property,theft f/auto
5781,02/23/2022,11:50:00,property,theft/other
5782,02/23/2022,12:15:00,property,theft/other
5783,02/22/2022,12:00:00,property,theft/other
5784,02/08/2022,16:00:00,property,theft/other
5785,03/06/2022,00:00:00,property,theft/other
5786,03/21/2022,12:05:00,violent,robbery
5787,02/22/2022,21:30:00,property,motor vehicle theft
5788,02/25/2022,16:00:00,property,theft f/auto
5789,03/01/2022,21:51:00,property,motor vehicle theft
5790,03/02/2022,01:35:00,property,theft/other
5791,03/02/2022,06:10:00,property,burglary
5792,03/02/2022,09:05:00,property,theft/other
5793,03/01/2022,17:00:00,property,motor vehicle theft
5794,03/01/2022,10:45:00,property,theft f/auto
5795,03/21/2022,09:47:00,property,theft/other
5796,03/09/2022,08:00:00,property,theft/other
5797,03/27/2022,11:00:00,property,theft f/auto
5798,03/27/2022,15:12:00,property,theft/other
5799,03/08/2022,16:40:00,violent,robbery
5800,03/08/2022,17:00:00,violent,assault w/dangerous weapon
5801,04/03/2022,13:40:00,violent,assault w/dangerous weapon
5802,03/08/2022,17:59:00,property,theft f/auto
5803,03/07/2022,17:00:00,property,theft/other
5804,03/14/2022,22:57:00,property,motor vehicle theft
5805,02/26/2022,05:29:00,violent,robbery
5806,04/02/2022,20:00:00,property,theft f/auto
5807,04/02/2022,13:38:00,property,theft/other
5808,02/26/2022,03:26:00,property,motor vehicle theft
5809,03/04/2022,09:20:00,property,theft/other
5810,03/03/2022,22:30:00,property,theft f/auto
5811,03/04/2022,00:00:00,property,theft/other
5812,11/15/2021,08:00:00,property,theft f/auto
5813,03/03/2022,17:00:00,property,theft f/auto
5814,03/04/2022,13:46:00,property,theft/other
5815,02/22/2022,19:00:00,property,theft f/auto
5816,02/19/2022,11:05:00,property,theft/other
5817,02/18/2022,15:30:00,property,theft/other
5818,03/29/2022,21:00:00,property,theft f/auto
5819,03/29/2022,21:30:00,property,theft f/auto
5820,03/29/2022,12:15:00,property,theft/other
5821,03/29/2022,21:00:00,property,theft f/auto
5822,02/21/2022,02:46:00,violent,homicide
5823,02/27/2022,02:12:00,violent,assault w/dangerous weapon
5824,02/27/2022,03:45:00,violent,robbery
5825,02/27/2022,04:00:00,violent,robbery
5826,02/20/2022,18:30:00,property,theft f/auto
5827,02/21/2022,05:53:00,property,burglary
5828,02/20/2022,19:45:00,property,theft f/auto
5829,02/21/2022,10:35:00,property,theft f/auto
5830,02/21/2022,01:33:00,property,theft f/auto
5831,02/27/2022,00:00:00,property,motor vehicle theft
5832,02/27/2022,00:15:00,property,motor vehicle theft
5833,02/19/2022,13:26:00,property,burglary
5834,02/19/2022,14:27:00,property,theft f/auto
5835,02/18/2022,10:30:00,property,theft f/auto
5836,02/19/2022,01:00:00,property,theft/other
5837,02/25/2022,12:30:00,property,burglary
5838,02/24/2022,07:18:00,property,theft f/auto
5839,02/25/2022,14:53:00,property,theft/other
5840,03/04/2022,06:52:00,violent,robbery
5841,02/25/2022,17:23:00,property,theft/other
5842,02/25/2022,19:09:00,property,motor vehicle theft
5843,02/28/2022,00:01:00,property,theft/other
5844,03/03/2022,22:31:00,property,theft/other
5845,03/04/2022,00:42:00,property,burglary
5846,03/04/2022,00:58:00,property,theft/other
5847,03/02/2022,15:00:00,property,theft/other
5848,02/20/2022,04:03:00,property,theft/other
5849,03/09/2022,19:30:00,property,theft f/auto
5850,03/09/2022,20:40:00,property,theft f/auto
5851,02/27/2022,17:30:00,property,theft/other
5852,03/08/2022,17:00:00,property,theft f/auto
5853,03/10/2022,17:07:00,property,theft/other
5854,03/10/2022,14:00:00,property,motor vehicle theft
5855,03/09/2022,23:05:00,property,theft f/auto
5856,02/20/2022,10:13:00,property,theft/other
5857,02/20/2022,13:47:00,property,theft/other
5858,02/26/2022,08:13:00,property,theft/other
5859,02/25/2022,20:00:00,property,motor vehicle theft
5860,02/25/2022,23:00:00,property,motor vehicle theft
5861,02/25/2022,18:15:00,property,theft f/auto
5862,03/16/2022,19:43:00,violent,assault w/dangerous weapon
5863,03/22/2022,21:37:00,violent,robbery
5864,02/26/2022,13:09:00,violent,assault w/dangerous weapon
5865,02/26/2022,14:25:00,violent,robbery
5866,03/16/2022,18:24:00,property,theft/other
5867,03/16/2022,22:21:00,property,theft/other
5868,03/22/2022,20:35:00,property,motor vehicle theft
5869,03/21/2022,21:50:00,property,theft/other
5870,02/26/2022,12:37:00,property,theft/other
5871,02/26/2022,14:44:00,property,theft/other
5872,03/04/2022,11:45:00,property,theft f/auto
5873,03/04/2022,17:45:00,property,theft/other
5874,03/04/2022,07:00:00,property,theft f/auto
5875,03/04/2022,21:04:00,property,theft f/auto
5876,03/11/2022,13:30:00,violent,robbery
5877,03/15/2022,00:01:00,property,theft f/auto
5878,03/22/2022,21:00:00,property,theft f/auto
5879,03/24/2022,03:45:00,property,theft f/auto
5880,03/23/2022,07:09:00,property,theft f/auto
5881,03/25/2022,06:00:00,property,theft f/auto
5882,03/28/2022,02:40:00,property,burglary
5883,03/26/2022,15:00:00,property,theft f/auto
5884,03/11/2022,07:15:00,property,theft f/auto
5885,03/10/2022,16:00:00,property,burglary
5886,03/11/2022,10:36:00,property,theft/other
5887,03/10/2022,13:06:00,property,theft/other
5888,03/05/2022,12:00:00,property,motor vehicle theft
5889,02/20/2022,22:30:00,property,theft f/auto
5890,03/29/2022,13:00:00,property,motor vehicle theft
5891,03/29/2022,14:28:00,property,theft/other
5892,03/29/2022,14:45:00,property,theft/other
5893,03/28/2022,16:00:00,property,theft f/auto
5894,03/16/2022,13:48:00,property,theft/other
5895,03/17/2022,11:55:00,property,theft/other
5896,03/16/2022,12:45:00,property,motor vehicle theft
5897,03/16/2022,17:00:00,property,theft f/auto
5898,03/17/2022,15:00:00,property,motor vehicle theft
5899,03/15/2022,19:00:00,property,theft f/auto
5900,03/17/2022,15:21:00,property,theft/other
5901,03/17/2022,09:30:00,property,burglary
5902,03/28/2022,23:27:00,violent,assault w/dangerous weapon
5903,03/23/2022,15:07:00,violent,assault w/dangerous weapon
5904,03/23/2022,17:03:00,violent,robbery
5905,03/29/2022,22:00:00,violent,sex abuse
5906,03/28/2022,17:45:00,property,theft/other
5907,03/28/2022,00:00:00,property,theft f/auto
5908,03/28/2022,20:43:00,property,motor vehicle theft
5909,03/28/2022,21:15:00,property,theft/other
5910,03/28/2022,22:18:00,property,theft/other
5911,03/28/2022,14:35:00,property,theft/other
5912,03/23/2022,17:01:00,property,theft/other
5913,03/23/2022,15:16:00,property,theft/other
5914,03/23/2022,18:28:00,property,motor vehicle theft
5915,03/23/2022,18:43:00,property,theft/other
5916,03/23/2022,18:11:00,property,burglary
5917,03/23/2022,19:45:00,property,theft/other
5918,03/28/2022,17:00:00,property,theft f/auto
5919,02/13/2022,12:00:00,property,theft f/auto
5920,03/11/2022,01:20:00,violent,robbery
5921,02/20/2022,16:45:00,violent,robbery
5922,03/03/2022,17:48:00,property,theft/other
5923,03/03/2022,15:00:00,property,theft/other
5924,03/10/2022,20:10:00,property,motor vehicle theft
5925,03/10/2022,23:10:00,property,theft/other
5926,02/19/2022,23:00:00,property,theft f/auto
5927,02/20/2022,17:17:00,property,motor vehicle theft
5928,02/20/2022,19:18:00,property,theft/other
5929,02/20/2022,19:26:00,property,theft/other
5930,02/20/2022,20:34:00,property,theft/other
5931,02/26/2022,16:05:00,property,motor vehicle theft
5932,02/26/2022,16:19:00,property,theft/other
5933,02/26/2022,16:48:00,property,theft/other
5934,02/20/2022,20:00:00,property,motor vehicle theft
5935,03/16/2022,23:40:00,property,theft/other
5936,03/16/2022,18:00:00,property,motor vehicle theft
5937,03/23/2022,07:40:00,property,theft f/auto
5938,03/22/2022,19:00:00,property,theft/other
5939,02/26/2022,20:11:00,property,motor vehicle theft
5940,02/25/2022,21:00:00,property,theft f/auto
5941,02/27/2022,01:08:00,property,theft/other
5942,03/02/2022,14:10:00,property,theft f/auto
5943,02/27/2022,17:52:00,property,theft/other
5944,03/21/2022,09:30:00,property,theft/other
5945,03/19/2022,18:10:00,property,theft f/auto
5946,03/23/2022,13:00:00,property,motor vehicle theft
5947,03/29/2022,17:03:00,property,theft/other
5948,03/29/2022,16:55:00,property,theft/other
5949,03/28/2022,20:30:00,property,theft f/auto
5950,03/05/2022,05:30:00,property,burglary
5951,03/11/2022,16:00:00,property,theft/other
5952,03/11/2022,14:00:00,property,motor vehicle theft
5953,03/10/2022,23:30:00,property,theft/other
5954,03/11/2022,20:30:00,property,burglary
5955,03/29/2022,15:00:00,violent,robbery
5956,03/11/2022,00:01:00,property,theft f/auto
5957,03/17/2022,10:00:00,property,theft f/auto
5958,03/17/2022,18:30:00,property,theft f/auto
5959,03/17/2022,20:00:00,property,theft f/auto
5960,03/18/2022,03:00:00,property,motor vehicle theft
5961,03/23/2022,20:43:00,violent,robbery
5962,03/23/2022,22:58:00,violent,assault w/dangerous weapon
5963,03/23/2022,20:00:00,property,theft f/auto
5964,03/24/2022,10:21:00,property,burglary
5965,03/24/2022,12:42:00,property,motor vehicle theft
5966,03/30/2022,16:24:00,violent,robbery
5967,02/19/2022,21:19:00,property,theft f/auto
5968,03/30/2022,14:13:00,property,theft/other
5969,03/30/2022,14:50:00,property,theft/other
5970,03/29/2022,07:10:00,property,theft f/auto
5971,03/30/2022,00:00:00,property,theft f/auto
5972,02/19/2022,21:21:00,violent,robbery
5973,02/20/2022,02:31:00,violent,assault w/dangerous weapon
5974,02/26/2022,00:26:00,violent,robbery
5975,02/26/2022,12:00:00,violent,robbery
5976,01/21/2022,21:27:00,violent,homicide
5977,04/15/2022,09:00:00,violent,robbery
5978,02/10/2022,15:00:00,property,theft/other
5979,02/19/2022,14:55:00,property,theft f/auto
5980,02/25/2022,22:03:00,property,motor vehicle theft
5981,02/26/2022,02:14:00,property,theft/other
5982,04/05/2022,10:00:00,property,theft/other
5983,03/06/2022,18:00:00,violent,assault w/dangerous weapon
5984,03/06/2022,17:10:00,violent,assault w/dangerous weapon
5985,03/06/2022,18:33:00,violent,assault w/dangerous weapon
5986,04/21/2022,15:58:00,property,theft/other
5987,04/21/2022,17:47:00,property,theft/other
5988,03/05/2022,17:00:00,property,theft f/auto
5989,03/06/2022,21:04:00,property,theft/other
5990,03/12/2022,18:59:00,property,theft/other
5991,03/11/2022,18:00:00,property,theft f/auto
5992,03/12/2022,21:27:00,property,theft f/auto
5993,03/31/2022,21:35:00,property,motor vehicle theft
5994,04/01/2022,04:25:00,property,theft/other
5995,04/01/2022,05:45:00,property,motor vehicle theft
5996,04/01/2022,08:48:00,property,motor vehicle theft
5997,04/20/2022,20:00:00,property,theft f/auto
5998,04/18/2022,17:00:00,property,theft f/auto
5999,04/21/2022,08:00:00,property,theft f/auto
6000,04/26/2022,18:45:00,property,theft/other
6001,03/13/2022,01:05:00,violent,homicide
6002,04/27/2022,20:38:00,property,theft/other
6003,02/18/2022,17:00:00,property,theft/other
6004,02/16/2022,15:57:00,property,theft/other
6005,01/12/2022,13:00:00,property,theft/other
6006,02/21/2022,09:00:00,property,theft f/auto
6007,02/20/2022,17:00:00,property,theft/other
6008,02/27/2022,02:52:00,property,motor vehicle theft
6009,03/13/2022,03:30:00,property,burglary
6010,05/16/2022,23:00:00,property,theft f/auto
6011,05/17/2022,11:39:00,property,theft f/auto
6012,02/27/2022,17:00:00,violent,assault w/dangerous weapon
6013,03/06/2022,11:18:00,violent,robbery
6014,03/19/2022,09:49:00,violent,robbery
6015,05/23/2022,11:13:00,property,theft f/auto
6016,02/27/2022,16:20:00,property,theft f/auto
6017,02/26/2022,20:30:00,property,motor vehicle theft
6018,02/27/2022,18:49:00,property,motor vehicle theft
6019,02/27/2022,19:05:00,property,theft/other
6020,02/27/2022,19:28:00,property,motor vehicle theft
6021,03/05/2022,16:30:00,property,theft f/auto
6022,03/04/2022,15:00:00,property,theft/other
6023,03/19/2022,09:39:00,property,theft f/auto
6024,03/18/2022,17:00:00,property,motor vehicle theft
6025,03/25/2022,05:30:00,property,theft f/auto
6026,03/24/2022,18:00:00,property,theft f/auto
6027,02/28/2022,10:00:00,property,burglary
6028,04/28/2022,08:34:00,property,theft/other
6029,04/21/2022,23:30:00,property,theft/other
6030,05/03/2022,21:00:00,property,theft f/auto
6031,05/04/2022,16:01:00,property,theft/other
6032,03/06/2022,13:15:00,violent,robbery
6033,03/31/2022,13:03:00,violent,robbery
6034,03/31/2022,15:30:00,violent,robbery
6035,05/04/2022,12:30:00,property,theft f/auto
6036,05/04/2022,19:59:00,property,theft/other
6037,03/06/2022,14:20:00,property,theft/other
6038,03/02/2022,19:00:00,property,theft/other
6039,03/05/2022,15:15:00,property,theft f/auto
6040,03/12/2022,16:00:00,property,theft/other
6041,03/11/2022,22:00:00,property,theft f/auto
6042,03/25/2022,15:30:00,property,theft/other
6043,03/31/2022,13:37:00,property,motor vehicle theft
6044,03/29/2022,08:20:00,property,theft/other
6045,03/31/2022,14:31:00,property,motor vehicle theft
6046,03/31/2022,13:15:00,property,theft/other
6047,03/31/2022,13:59:00,property,theft/other
6048,03/31/2022,07:00:00,property,theft f/auto
6049,03/30/2022,16:40:00,property,theft/other
6050,03/28/2022,00:00:00,property,theft/other
6051,03/31/2022,18:43:00,property,theft f/auto
6052,05/10/2022,11:45:00,property,theft f/auto
6053,05/10/2022,21:00:00,property,theft f/auto
6054,05/07/2022,17:00:00,property,theft f/auto
6055,05/11/2022,13:32:00,property,theft/other
6056,03/18/2022,15:36:00,violent,robbery
6057,03/18/2022,17:05:00,violent,robbery
6058,03/11/2022,21:00:00,property,theft f/auto
6059,03/09/2022,22:00:00,property,theft/other
6060,03/12/2022,19:06:00,property,theft/other
6061,03/16/2022,12:00:00,property,theft f/auto
6062,03/18/2022,10:35:00,property,theft f/auto
6063,03/18/2022,00:00:00,property,theft f/auto
6064,03/18/2022,17:04:00,property,theft/other
6065,03/18/2022,17:03:00,property,theft/other
6066,02/27/2022,10:22:00,property,burglary
6067,02/26/2022,08:00:00,property,theft f/auto
6068,03/05/2022,19:32:00,property,theft/other
6069,03/18/2022,19:35:00,violent,robbery
6070,03/24/2022,20:11:00,violent,assault w/dangerous weapon
6071,03/06/2022,03:31:00,property,motor vehicle theft
6072,03/18/2022,13:05:00,property,theft f/auto
6073,03/24/2022,19:30:00,property,theft/other
6074,03/24/2022,19:35:00,property,motor vehicle theft
6075,03/24/2022,21:18:00,property,motor vehicle theft
6076,03/25/2022,07:38:00,property,theft/other
6077,03/25/2022,07:48:00,property,burglary
6078,02/24/2022,20:00:00,property,theft/other
6079,03/12/2022,01:10:00,property,theft/other
6080,03/11/2022,16:00:00,property,motor vehicle theft
6081,03/09/2022,14:41:00,property,theft/other
6082,03/12/2022,07:45:00,property,motor vehicle theft
