ID,Start Date,Start Time,offensegroup,OFFENSE
0,03/07/2022,18:14:00,violent,robbery
1,03/20/2022,22:27:00,property,motor vehicle theft
2,03/26/2022,18:33:00,property,theft f/auto
3,03/07/2022,21:31:00,violent,robbery
4,03/26/2022,21:46:00,property,theft/other
5,03/26/2022,22:03:00,property,theft/other
6,03/26/2022,21:45:00,property,theft/other
7,03/26/2022,23:58:00,property,motor vehicle theft
8,03/07/2022,21:10:00,property,motor vehicle theft
9,03/07/2022,22:33:00,property,theft/other
10,03/13/2022,18:17:00,property,motor vehicle theft
11,03/10/2022,20:52:00,property,theft f/auto
12,03/13/2022,19:30:00,property,theft/other
13,03/13/2022,23:01:00,property,theft/other
14,02/22/2022,22:04:00,violent,robbery
15,02/22/2022,23:15:00,violent,robbery
16,03/14/2022,02:13:00,property,burglary
17,03/14/2022,03:04:00,property,motor vehicle theft
18,03/19/2022,22:55:00,property,motor vehicle theft
19,03/19/2022,06:30:00,property,theft f/auto
20,02/19/2022,17:00:00,property,theft/other
21,03/25/2022,21:40:00,violent,robbery
22,03/25/2022,22:53:00,violent,robbery
23,03/25/2022,23:50:00,violent,robbery
24,03/26/2022,00:30:00,violent,assault w/dangerous weapon
25,02/22/2022,13:00:00,property,theft/other
26,03/20/2022,11:34:00,property,motor vehicle theft
27,03/25/2022,22:15:00,property,theft/other
28,03/26/2022,05:10:00,property,theft f/auto
29,03/26/2022,04:53:00,property,burglary
30,03/29/2022,16:30:00,property,theft f/auto
31,02/22/2022,10:37:00,property,theft/other
32,02/28/2022,18:30:00,property,theft f/auto
33,03/01/2022,14:38:00,property,theft/other
34,02/27/2022,17:45:00,property,theft/other
35,02/24/2022,15:37:00,property,theft/other
36,02/22/2022,20:42:00,violent,robbery
37,03/01/2022,21:30:00,property,theft/other
38,03/08/2022,10:50:00,property,theft/other
39,04/01/2022,12:25:00,property,theft f/auto
40,03/30/2022,12:45:00,property,theft/other
41,03/28/2022,16:49:00,property,theft/other
42,02/22/2022,16:56:00,property,theft/other
43,02/26/2022,22:00:00,property,theft f/auto
44,02/28/2022,12:00:00,property,theft/other
45,03/01/2022,07:00:00,property,theft/other
46,03/08/2022,13:48:00,property,theft/other
47,03/07/2022,15:30:00,property,theft/other
48,03/01/2022,11:23:00,violent,assault w/dangerous weapon
49,03/08/2022,04:48:00,violent,robbery
50,03/20/2022,20:11:00,violent,robbery
51,03/14/2022,16:12:00,property,motor vehicle theft
52,02/25/2022,15:38:00,property,theft/other
53,02/27/2022,22:30:00,property,theft f/auto
54,03/07/2022,15:00:00,property,theft/other
55,03/11/2022,16:20:00,property,theft/other
56,03/14/2022,19:28:00,property,theft f/auto
57,03/14/2022,21:39:00,property,theft/other
58,03/20/2022,20:12:00,property,theft/other
59,03/08/2022,05:45:00,violent,robbery
60,03/08/2022,06:10:00,violent,assault w/dangerous weapon
61,03/20/2022,20:00:00,property,theft f/auto
62,03/07/2022,03:10:00,property,burglary
63,02/22/2022,16:30:00,property,theft f/auto
64,03/14/2022,11:04:00,property,theft/other
65,03/14/2022,03:00:00,property,motor vehicle theft
66,05/12/2022,12:00:00,property,theft f/auto
67,03/14/2022,13:43:00,property,theft/other
68,03/26/2022,15:20:00,violent,robbery
69,03/20/2022,18:06:00,property,motor vehicle theft
70,03/26/2022,13:13:00,property,theft/other
71,03/25/2022,15:00:00,property,theft f/auto
72,03/26/2022,16:14:00,property,theft f/auto
73,04/01/2022,20:41:00,property,theft/other
74,04/01/2022,21:32:00,property,motor vehicle theft
75,04/01/2022,22:05:00,property,motor vehicle theft
76,04/01/2022,14:40:00,property,burglary
77,04/02/2022,03:50:00,property,theft/other
78,03/15/2022,02:11:00,property,theft/other
79,03/15/2022,03:27:00,property,burglary
80,03/15/2022,06:46:00,property,theft/other
81,03/15/2022,09:00:00,violent,robbery
82,02/19/2022,04:20:00,violent,assault w/dangerous weapon
83,03/14/2022,22:00:00,property,theft f/auto
84,03/15/2022,04:10:00,property,burglary
85,03/14/2022,22:45:00,property,motor vehicle theft
86,03/15/2022,07:49:00,property,theft/other
87,03/15/2022,10:06:00,property,theft f/auto
88,03/21/2022,08:50:00,property,burglary
89,03/15/2022,13:00:00,property,theft f/auto
90,02/19/2022,06:16:00,property,motor vehicle theft
91,02/19/2022,04:15:00,property,theft/other
92,02/19/2022,04:42:00,property,theft f/auto
93,02/18/2022,17:30:00,property,theft/other
94,02/19/2022,09:22:00,property,theft/other
95,02/19/2022,01:00:00,property,theft f/auto
96,02/24/2022,19:30:00,property,theft f/auto
97,02/24/2022,16:00:00,property,theft/other
98,03/21/2022,10:40:00,property,motor vehicle theft
99,03/16/2022,16:29:00,violent,assault w/dangerous weapon
100,03/21/2022,00:01:00,property,burglary
101,03/24/2022,14:32:00,property,theft/other
102,03/27/2022,00:30:00,property,theft f/auto
103,03/27/2022,11:00:00,property,theft/other
104,03/16/2022,13:00:00,property,motor vehicle theft
105,03/16/2022,17:00:00,property,theft/other
106,03/18/2022,23:00:00,property,theft f/auto
107,03/22/2022,14:20:00,property,theft/other
108,03/21/2022,10:30:00,property,theft f/auto
109,03/27/2022,10:00:00,property,theft f/auto
110,04/03/2022,06:54:00,violent,assault w/dangerous weapon
111,04/02/2022,17:33:00,property,motor vehicle theft
112,04/01/2022,20:45:00,property,theft f/auto
113,04/02/2022,20:36:00,property,theft f/auto
114,04/02/2022,23:55:00,property,theft/other
115,04/03/2022,04:30:00,property,burglary
116,04/03/2022,06:35:00,property,theft/other
117,03/03/2022,14:26:00,property,theft/other
118,03/02/2022,00:15:00,property,theft f/auto
119,03/02/2022,11:00:00,property,theft f/auto
120,02/27/2022,18:00:00,property,theft f/auto
121,03/03/2022,15:33:00,property,theft/other
122,03/02/2022,19:00:00,property,theft f/auto
123,03/03/2022,05:00:00,property,theft/other
124,03/03/2022,19:30:00,property,theft f/auto
125,03/08/2022,13:20:00,property,theft/other
126,03/04/2022,14:22:00,property,theft/other
127,03/09/2022,11:20:00,property,theft/other
128,03/09/2022,16:00:00,property,burglary
129,03/16/2022,12:00:00,property,theft/other
130,03/16/2022,12:31:00,property,theft/other
131,02/18/2022,16:36:00,property,burglary
132,02/24/2022,14:19:00,property,motor vehicle theft
133,02/23/2022,11:30:00,property,theft f/auto
134,02/23/2022,13:40:00,property,theft/other
135,02/24/2022,15:29:00,property,theft/other
136,02/24/2022,16:08:00,property,theft/other
137,02/24/2022,15:55:00,property,motor vehicle theft
138,02/24/2022,17:20:00,property,theft f/auto
139,04/01/2022,20:45:00,property,theft f/auto
140,04/02/2022,14:07:00,property,theft f/auto
141,04/01/2022,12:00:00,property,theft f/auto
142,03/03/2022,06:03:00,violent,homicide
143,02/23/2022,23:00:00,property,theft f/auto
144,02/24/2022,19:50:00,property,theft/other
145,02/24/2022,20:16:00,property,motor vehicle theft
146,03/02/2022,17:46:00,property,theft/other
147,03/03/2022,06:41:00,property,theft/other
148,03/02/2022,19:30:00,property,theft f/auto
149,03/02/2022,22:30:00,property,motor vehicle theft
150,03/03/2022,11:52:00,property,theft/other
151,03/03/2022,10:30:00,property,motor vehicle theft
152,02/16/2022,00:00:00,property,theft/other
153,03/08/2022,14:11:00,property,theft/other
154,03/09/2022,17:00:00,property,motor vehicle theft
155,03/02/2022,12:00:00,property,theft f/auto
156,03/10/2022,00:30:00,property,theft f/auto
157,03/09/2022,17:45:00,property,theft f/auto
158,03/07/2022,21:00:00,property,theft/other
159,03/16/2022,00:59:00,property,motor vehicle theft
160,03/14/2022,13:00:00,property,theft/other
161,03/03/2022,10:31:00,property,theft f/auto
162,02/24/2022,00:33:00,property,theft/other
163,02/24/2022,04:33:00,property,theft/other
164,02/23/2022,10:30:00,property,theft f/auto
165,02/18/2022,08:00:00,property,theft/other
166,02/23/2022,14:00:00,property,theft f/auto
167,02/24/2022,11:40:00,property,theft/other
168,03/15/2022,18:00:00,property,theft f/auto
169,03/15/2022,16:30:00,property,theft/other
170,03/15/2022,22:00:00,property,theft f/auto
171,03/22/2022,10:01:00,property,theft/other
172,03/21/2022,13:58:00,property,theft/other
173,03/20/2022,23:30:00,property,theft f/auto
174,03/02/2022,19:58:00,violent,robbery
175,03/28/2022,10:56:00,violent,assault w/dangerous weapon
176,02/24/2022,12:03:00,property,theft/other
177,03/02/2022,19:45:00,property,motor vehicle theft
178,03/02/2022,20:08:00,property,motor vehicle theft
179,03/18/2022,18:30:00,property,theft/other
180,03/22/2022,13:46:00,property,theft/other
181,03/28/2022,09:55:00,property,theft/other
182,03/27/2022,00:00:00,property,theft/other
183,03/14/2022,14:16:00,property,theft/other
184,03/27/2022,14:00:00,property,theft f/auto
185,03/26/2022,10:00:00,property,theft f/auto
186,03/15/2022,17:49:00,violent,assault w/dangerous weapon
187,03/15/2022,12:00:00,violent,assault w/dangerous weapon
188,03/08/2022,21:30:00,property,theft f/auto
189,03/08/2022,10:00:00,property,theft/other
190,03/07/2022,00:02:00,property,theft f/auto
191,03/08/2022,14:30:00,property,theft f/auto
192,03/26/2022,12:20:00,property,theft/other
193,02/22/2022,07:55:00,property,theft f/auto
194,02/05/2022,20:03:00,property,theft/other
195,03/15/2022,20:30:00,violent,assault w/dangerous weapon
196,03/15/2022,22:05:00,violent,assault w/dangerous weapon
197,03/15/2022,20:45:00,property,theft f/auto
198,03/15/2022,23:30:00,property,motor vehicle theft
199,02/23/2022,22:20:00,property,motor vehicle theft
200,03/01/2022,17:30:00,property,theft f/auto
201,03/02/2022,05:00:00,property,theft f/auto
202,03/02/2022,11:26:00,property,theft/other
203,03/21/2022,21:53:00,violent,robbery
204,03/27/2022,22:30:00,violent,assault w/dangerous weapon
205,12/14/2021,07:00:00,property,theft f/auto
206,03/19/2022,16:30:00,property,theft/other
207,03/26/2022,22:30:00,property,theft f/auto
208,03/24/2022,15:00:00,property,theft/other
209,03/27/2022,23:38:00,property,theft/other
210,03/08/2022,19:30:00,property,theft f/auto
211,12/01/2021,10:00:00,property,theft/other
212,03/09/2022,09:10:00,property,theft/other
213,03/08/2022,14:30:00,property,theft f/auto
214,03/09/2022,11:50:00,property,theft f/auto
215,03/28/2022,08:16:00,property,theft/other
216,03/28/2022,08:31:00,property,theft/other
217,02/23/2022,10:09:00,property,theft/other
218,02/19/2022,12:00:00,property,theft/other
219,02/22/2022,21:15:00,property,theft f/auto
220,02/23/2022,01:10:00,property,burglary
221,02/23/2022,13:47:00,property,theft/other
222,02/19/2022,21:30:00,property,theft/other
223,02/23/2022,11:11:00,property,theft/other
224,02/23/2022,14:49:00,property,theft/other
225,02/23/2022,14:58:00,property,motor vehicle theft
226,03/15/2022,13:30:00,property,theft/other
227,03/13/2022,10:00:00,property,theft f/auto
228,03/15/2022,14:00:00,property,theft/other
229,02/08/2022,15:03:00,property,motor vehicle theft
230,03/08/2022,17:45:00,property,theft/other
231,03/15/2022,15:42:00,property,motor vehicle theft
232,03/20/2022,14:00:00,property,theft/other
233,03/01/2022,20:55:00,violent,robbery
234,03/02/2022,05:07:00,violent,robbery
235,03/21/2022,11:34:00,property,theft/other
236,03/21/2022,14:50:00,property,theft f/auto
237,03/19/2022,18:30:00,property,theft f/auto
238,03/01/2022,17:30:00,property,motor vehicle theft
239,02/11/2022,21:49:00,property,theft/other
240,01/30/2022,07:12:00,property,theft/other
241,03/01/2022,21:10:00,property,theft f/auto
242,03/01/2022,17:30:00,property,theft f/auto
243,03/01/2022,19:00:00,property,theft f/auto
244,03/08/2022,17:00:00,property,theft f/auto
245,03/21/2022,15:00:00,property,theft/other
246,03/26/2022,22:00:00,property,motor vehicle theft
247,03/27/2022,01:30:00,property,theft f/auto
248,03/25/2022,15:35:00,property,burglary
249,03/08/2022,20:17:00,violent,robbery
250,03/15/2022,01:41:00,violent,assault w/dangerous weapon
251,04/03/2022,09:45:00,violent,assault w/dangerous weapon
252,03/27/2022,16:37:00,property,theft/other
253,03/27/2022,17:45:00,property,theft/other
254,03/07/2022,20:38:00,property,theft/other
255,02/21/2022,14:00:00,property,theft/other
256,03/08/2022,18:30:00,property,theft/other
257,03/02/2022,16:00:00,property,theft f/auto
258,03/27/2022,18:17:00,property,motor vehicle theft
259,04/01/2022,16:30:00,property,theft/other
260,04/03/2022,12:00:00,property,theft/other
261,04/02/2022,12:30:00,property,theft/other
262,02/26/2022,03:15:00,violent,assault w/dangerous weapon
263,04/03/2022,16:20:00,property,theft/other
264,02/10/2022,08:00:00,property,theft/other
265,02/28/2022,00:00:00,property,theft/other
266,03/04/2022,11:35:00,property,theft/other
267,03/03/2022,12:15:00,property,theft f/auto
268,06/01/2021,02:30:00,property,theft f/auto
269,02/25/2022,06:00:00,property,theft/other
270,03/03/2022,15:03:00,property,theft/other
271,03/30/2022,06:30:00,violent,sex abuse
272,02/14/2022,23:37:00,property,theft/other
273,03/15/2022,13:42:00,property,theft/other
274,03/29/2022,23:30:00,property,theft f/auto
275,03/29/2022,03:00:00,property,theft f/auto
276,02/21/2022,00:53:00,property,theft f/auto
277,02/20/2022,21:00:00,property,theft f/auto
278,02/19/2022,02:00:00,property,theft/other
279,02/19/2022,14:42:00,property,theft/other
280,02/24/2022,15:00:00,property,theft f/auto
281,02/25/2022,16:00:00,property,theft/other
282,02/25/2022,16:05:00,property,theft/other
283,02/25/2022,09:30:00,property,theft/other
284,02/25/2022,17:02:00,property,theft/other
285,02/25/2022,17:08:00,property,burglary
286,02/20/2022,06:36:00,violent,robbery
287,02/25/2022,17:25:00,property,theft/other
288,02/25/2022,17:59:00,property,motor vehicle theft
289,02/23/2022,18:00:00,property,theft f/auto
290,02/25/2022,17:57:00,property,motor vehicle theft
291,03/03/2022,18:00:00,property,theft f/auto
292,03/03/2022,18:00:00,property,motor vehicle theft
293,03/03/2022,22:00:00,property,theft f/auto
294,02/19/2022,07:00:00,property,theft f/auto
295,03/04/2022,08:30:00,violent,homicide
296,02/20/2022,12:16:00,violent,assault w/dangerous weapon
297,03/10/2022,12:01:00,property,theft/other
298,03/05/2022,12:44:00,property,theft/other
299,03/10/2022,08:00:00,property,theft f/auto
300,03/07/2022,13:00:00,property,theft f/auto
301,03/09/2022,00:48:00,property,theft/other
302,03/10/2022,18:31:00,property,theft/other
303,03/16/2022,18:04:00,property,theft/other
304,02/19/2022,13:00:00,property,theft/other
305,02/20/2022,11:46:00,property,theft/other
306,02/20/2022,14:10:00,property,theft/other
307,02/16/2022,13:00:00,violent,sex abuse
308,03/16/2022,18:33:00,property,theft/other
309,03/16/2022,18:40:00,property,theft/other
310,03/16/2022,19:19:00,property,motor vehicle theft
311,03/16/2022,19:54:00,property,theft/other
312,03/20/2022,21:00:00,property,theft f/auto
313,03/22/2022,21:57:00,property,theft/other
314,02/26/2022,14:46:00,property,theft/other
315,03/03/2022,21:30:00,property,theft f/auto
316,03/04/2022,12:40:00,property,motor vehicle theft
317,03/22/2022,22:38:00,violent,assault w/dangerous weapon
318,03/22/2022,22:14:00,property,theft/other
319,03/22/2022,20:00:00,property,theft/other
320,03/26/2022,23:55:00,property,theft/other
321,03/29/2022,09:53:00,property,theft/other
322,03/25/2022,09:24:00,property,theft/other
323,03/10/2022,12:00:00,property,theft f/auto
324,03/10/2022,10:58:00,property,burglary
325,03/10/2022,13:00:00,property,theft/other
326,03/17/2022,12:43:00,violent,assault w/dangerous weapon
327,02/20/2022,22:44:00,property,theft/other
328,02/20/2022,23:39:00,property,theft/other
329,02/20/2022,23:48:00,property,theft/other
330,02/20/2022,10:50:00,property,theft/other
331,03/29/2022,12:55:00,property,motor vehicle theft
332,03/17/2022,13:49:00,property,theft/other
333,03/16/2022,19:24:00,property,theft/other
334,03/16/2022,22:00:00,property,theft f/auto
335,03/16/2022,19:00:00,property,burglary
336,03/17/2022,16:45:00,property,motor vehicle theft
337,03/22/2022,12:30:00,property,theft f/auto
338,03/23/2022,13:16:00,property,motor vehicle theft
339,03/23/2022,09:30:00,property,theft f/auto
340,03/21/2022,07:50:00,property,theft/other
341,03/22/2022,16:26:00,violent,assault w/dangerous weapon
342,03/22/2022,17:06:00,violent,robbery
343,03/28/2022,18:54:00,violent,assault w/dangerous weapon
344,03/23/2022,16:58:00,violent,robbery
345,03/22/2022,17:06:00,property,motor vehicle theft
346,01/01/2022,15:00:00,property,theft/other
347,03/22/2022,18:22:00,property,theft/other
348,03/23/2022,08:28:00,property,theft/other
349,03/22/2022,18:00:00,property,theft f/auto
350,03/22/2022,19:00:00,property,theft/other
351,03/23/2022,16:20:00,property,motor vehicle theft
352,03/19/2022,12:31:00,property,theft/other
353,03/16/2022,15:24:00,property,theft/other
354,03/29/2022,09:00:00,property,theft f/auto
355,03/23/2022,12:45:00,property,theft/other
356,02/19/2022,23:00:00,property,theft/other
357,02/20/2022,10:00:00,property,theft f/auto
358,02/19/2022,19:30:00,property,theft/other
359,03/28/2022,18:00:00,property,theft f/auto
360,03/10/2022,18:03:00,violent,homicide
361,03/10/2022,18:18:00,violent,assault w/dangerous weapon
362,03/29/2022,08:33:00,property,theft f/auto
363,03/28/2022,20:00:00,property,theft f/auto
364,03/03/2022,14:20:00,property,theft/other
365,02/20/2022,22:31:00,property,theft/other
366,02/25/2022,22:30:00,property,theft f/auto
367,02/25/2022,22:00:00,property,theft f/auto
368,02/25/2022,02:00:00,property,theft/other
369,02/26/2022,16:31:00,property,theft f/auto
370,02/26/2022,16:56:00,property,theft/other
371,03/16/2022,20:30:00,property,theft f/auto
372,03/08/2022,06:30:00,property,theft f/auto
373,03/16/2022,20:00:00,property,theft f/auto
374,03/16/2022,19:30:00,property,theft f/auto
375,03/17/2022,07:25:00,property,theft f/auto
376,03/15/2022,06:00:00,property,theft f/auto
377,03/17/2022,10:05:00,property,theft/other
378,03/17/2022,05:25:00,property,theft/other
379,03/23/2022,07:03:00,property,motor vehicle theft
380,03/21/2022,17:45:00,property,theft f/auto
381,02/26/2022,18:20:00,property,motor vehicle theft
382,02/26/2022,18:47:00,property,motor vehicle theft
383,03/04/2022,18:00:00,property,theft f/auto
384,03/05/2022,12:41:00,property,theft f/auto
385,03/04/2022,00:30:00,property,theft/other
386,03/11/2022,15:42:00,violent,assault w/dangerous weapon
387,03/11/2022,19:38:00,violent,robbery
388,03/20/2022,05:27:00,property,burglary
389,03/11/2022,14:00:00,property,theft f/auto
390,03/23/2022,05:38:00,property,burglary
391,03/23/2022,10:30:00,property,theft/other
392,03/25/2022,17:00:00,property,theft/other
393,03/05/2022,14:48:00,property,theft/other
394,03/02/2022,20:00:00,property,theft f/auto
395,03/05/2022,14:58:00,property,theft/other
396,03/11/2022,16:56:00,property,motor vehicle theft
397,03/29/2022,18:35:00,violent,robbery
398,03/17/2022,17:56:00,violent,robbery
399,03/17/2022,20:33:00,violent,homicide
400,03/17/2022,23:30:00,violent,robbery
401,03/29/2022,23:21:00,property,motor vehicle theft
402,03/11/2022,14:24:00,property,theft/other
403,03/17/2022,18:38:00,property,theft/other
404,03/17/2022,19:42:00,property,theft/other
405,03/17/2022,00:00:00,property,theft f/auto
406,03/17/2022,09:50:00,property,motor vehicle theft
407,03/18/2022,01:32:00,property,theft/other
408,03/23/2022,19:28:00,property,motor vehicle theft
409,03/21/2022,06:00:00,property,theft/other
410,03/23/2022,23:24:00,violent,assault w/dangerous weapon
411,03/23/2022,22:20:00,property,theft/other
412,03/23/2022,13:44:00,property,theft/other
413,03/23/2022,01:00:00,property,theft f/auto
414,03/22/2022,22:00:00,property,theft f/auto
415,03/24/2022,12:01:00,property,theft f/auto
416,03/24/2022,12:21:00,property,theft/other
417,03/30/2022,11:05:00,property,theft/other
418,02/19/2022,18:37:00,violent,robbery
419,03/26/2022,17:28:00,property,theft/other
420,02/25/2022,20:48:00,violent,robbery
421,04/15/2022,08:05:00,violent,assault w/dangerous weapon
422,02/19/2022,23:08:00,property,motor vehicle theft
423,02/19/2022,23:11:00,property,burglary
424,02/19/2022,23:30:00,property,theft f/auto
425,02/24/2022,17:00:00,property,theft f/auto
426,02/25/2022,20:05:00,property,motor vehicle theft
427,02/25/2022,22:50:00,property,theft f/auto
428,04/15/2022,04:35:00,property,theft f/auto
429,04/21/2022,15:06:00,violent,robbery
430,03/06/2022,22:15:00,violent,assault w/dangerous weapon
431,03/06/2022,22:33:00,violent,assault w/dangerous weapon
432,03/31/2022,21:25:00,violent,robbery
433,04/01/2022,02:34:00,violent,robbery
434,04/27/2022,22:21:00,violent,assault w/dangerous weapon
435,04/21/2022,12:00:00,property,theft f/auto
436,04/13/2022,15:53:00,property,theft/other
437,04/21/2022,16:00:00,property,theft f/auto
438,03/06/2022,18:35:00,property,theft/other
439,03/25/2022,21:35:00,property,motor vehicle theft
440,03/31/2022,21:22:00,property,theft/other
441,04/01/2022,07:31:00,property,theft/other
442,04/01/2022,07:25:00,property,theft f/auto
443,04/01/2022,07:57:00,property,theft f/auto
444,04/27/2022,16:00:00,property,theft/other
445,03/12/2022,23:52:00,violent,assault w/dangerous weapon
446,04/27/2022,19:00:00,property,theft/other
447,04/28/2022,11:31:00,property,theft/other
448,02/21/2022,17:25:00,property,theft/other
449,02/27/2022,12:56:00,property,theft/other
450,03/11/2022,19:00:00,property,theft f/auto
451,03/13/2022,09:41:00,property,motor vehicle theft
452,03/12/2022,18:00:00,property,theft f/auto
453,03/18/2022,22:15:00,property,theft/other
454,03/18/2022,22:00:00,property,theft/other
455,03/19/2022,01:38:00,property,theft/other
456,05/12/2022,13:00:00,property,theft/other
457,05/23/2022,12:07:00,violent,robbery
458,05/20/2022,22:15:00,property,theft f/auto
459,05/20/2022,14:00:00,property,theft/other
460,05/23/2022,13:20:00,property,theft/other
461,02/27/2022,15:06:00,property,theft/other
462,02/27/2022,01:20:00,property,burglary
463,02/27/2022,17:02:00,property,theft/other
464,02/27/2022,18:25:00,property,theft/other
465,03/03/2022,17:07:00,property,theft/other
466,03/23/2022,11:00:00,property,theft/other
467,05/04/2022,04:00:00,property,theft f/auto
468,05/04/2022,08:20:00,property,theft f/auto
469,03/12/2022,15:54:00,violent,robbery
470,03/25/2022,12:20:00,violent,assault w/dangerous weapon
471,03/31/2022,12:55:00,violent,robbery
472,03/15/2018,19:00:00,violent,sex abuse
473,05/04/2022,18:33:00,property,motor vehicle theft
474,05/04/2022,09:30:00,property,theft f/auto
475,03/06/2022,15:27:00,property,theft f/auto
476,03/06/2022,15:30:00,property,motor vehicle theft
477,03/05/2022,07:06:00,property,theft/other
478,03/06/2022,15:00:00,property,theft/other
479,03/11/2022,20:00:00,property,theft f/auto
480,03/07/2022,09:00:00,property,theft f/auto
481,03/31/2022,11:30:00,property,theft f/auto
482,05/08/2022,18:00:00,property,theft f/auto
483,05/10/2022,08:50:00,property,theft/other
484,02/27/2022,05:00:00,violent,robbery
485,02/27/2022,11:20:00,violent,robbery
486,05/11/2022,11:30:00,property,theft f/auto
487,05/17/2022,01:00:00,property,burglary
488,04/28/2022,05:14:00,property,motor vehicle theft
489,03/12/2022,17:16:00,property,theft/other
490,03/11/2022,23:00:00,property,theft f/auto
491,03/11/2022,03:50:00,property,theft/other
492,03/18/2022,11:45:00,property,theft f/auto
493,03/18/2022,10:00:00,property,theft/other
494,03/05/2022,09:30:00,property,theft/other
495,02/26/2022,08:00:00,property,theft f/auto
496,01/28/2022,15:00:00,property,theft/other
497,03/05/2022,15:39:00,property,theft/other
498,03/05/2022,20:58:00,property,motor vehicle theft
499,03/24/2022,20:11:00,violent,robbery
500,03/25/2022,00:51:00,violent,assault w/dangerous weapon
501,03/25/2022,05:41:00,violent,robbery
502,03/31/2022,04:00:00,violent,assault w/dangerous weapon
503,03/06/2022,02:40:00,violent,assault w/dangerous weapon
504,03/12/2022,02:59:00,violent,homicide
505,03/06/2022,02:15:00,property,theft/other
506,03/24/2022,19:30:00,property,theft f/auto
507,03/24/2022,23:25:00,property,theft/other
508,03/25/2022,06:50:00,property,theft/other
509,03/24/2022,16:30:00,property,motor vehicle theft
510,03/25/2022,04:40:00,property,theft f/auto
511,03/06/2022,08:00:00,property,theft/other
512,03/12/2022,02:18:00,property,theft f/auto
513,03/09/2022,07:00:00,property,theft f/auto
514,03/11/2022,12:30:00,property,theft f/auto
515,03/27/2022,12:00:00,property,theft f/auto
516,03/31/2022,08:00:00,property,theft f/auto
517,03/30/2022,23:00:00,property,theft f/auto
518,03/29/2022,22:00:00,property,theft f/auto
519,03/12/2022,13:20:00,property,theft/other
520,03/08/2022,11:44:00,property,theft/other
521,03/18/2022,07:13:00,property,theft f/auto
522,03/17/2022,22:00:00,property,theft f/auto
523,03/23/2022,15:40:00,violent,robbery
524,03/24/2022,12:30:00,property,theft/other
525,03/24/2022,18:02:00,property,theft/other
526,03/27/2022,12:00:00,property,theft/other
527,03/30/2022,18:58:00,property,theft f/auto
528,02/22/2022,13:47:00,violent,assault w/dangerous weapon
529,02/21/2022,19:00:00,property,theft f/auto
530,02/17/2022,08:30:00,property,motor vehicle theft
531,02/22/2022,12:00:00,property,theft f/auto
532,03/30/2022,19:40:00,property,motor vehicle theft
533,02/28/2022,19:42:00,violent,assault w/dangerous weapon
534,02/22/2022,13:51:00,property,theft/other
535,02/28/2022,12:00:00,property,theft f/auto
536,03/07/2022,10:30:00,property,theft f/auto
537,03/06/2022,13:00:00,property,theft f/auto
538,03/05/2022,19:30:00,property,theft f/auto
539,03/02/2022,11:19:00,property,theft/other
540,03/07/2022,17:22:00,property,theft/other
541,06/15/2022,12:00:00,violent,robbery
542,06/20/2022,23:08:00,violent,assault w/dangerous weapon
543,02/21/2022,23:43:00,property,motor vehicle theft
544,02/19/2022,22:00:00,property,theft f/auto
545,02/22/2022,04:01:00,property,theft f/auto
546,06/14/2022,21:00:00,property,theft/other
547,06/15/2022,16:17:00,property,theft f/auto
548,06/15/2022,14:50:00,property,motor vehicle theft
549,06/15/2022,16:10:00,property,theft/other
550,06/21/2022,04:27:00,property,theft f/auto
551,06/20/2022,22:00:00,property,theft f/auto
552,06/26/2022,18:45:00,violent,robbery
553,06/26/2022,18:37:00,violent,assault w/dangerous weapon
554,02/28/2022,16:13:00,property,theft f/auto
555,06/21/2022,08:09:00,property,theft/other
556,06/21/2022,10:48:00,property,motor vehicle theft
557,06/25/2022,10:00:00,property,theft f/auto
558,07/02/2022,15:42:00,violent,assault w/dangerous weapon
559,03/05/2022,18:00:00,property,theft f/auto
560,03/07/2022,03:55:00,property,burglary
561,03/07/2022,05:03:00,property,burglary
562,03/07/2022,05:50:00,property,theft/other
563,03/04/2022,04:30:00,property,theft/other
564,03/07/2022,06:05:00,property,burglary
565,03/06/2022,21:30:00,property,theft f/auto
566,10/03/2021,09:00:00,property,theft/other
567,03/02/2022,10:00:00,property,theft f/auto
568,02/24/2022,13:30:00,property,motor vehicle theft
569,03/06/2022,06:00:00,property,theft f/auto
570,03/13/2022,13:07:00,property,theft/other
571,03/13/2022,01:00:00,property,theft f/auto
572,03/13/2022,13:49:00,property,theft/other
573,07/02/2022,14:42:00,property,theft/other
574,07/02/2022,16:20:00,property,theft f/auto
575,07/02/2022,19:58:00,property,theft/other
576,02/21/2022,19:59:00,violent,robbery
577,02/21/2022,20:21:00,violent,robbery
578,02/21/2022,19:39:00,property,motor vehicle theft
579,02/21/2022,20:08:00,property,theft/other
580,02/21/2022,20:27:00,property,theft/other
581,03/13/2022,15:22:00,property,theft f/auto
582,03/12/2022,21:00:00,property,theft f/auto
583,03/13/2022,15:38:00,property,theft/other
584,03/19/2022,15:05:00,property,theft/other
585,03/19/2022,15:37:00,property,theft/other
586,07/08/2022,05:30:00,property,theft f/auto
587,07/08/2022,12:27:00,property,theft/other
588,07/08/2022,12:40:00,property,motor vehicle theft
589,07/08/2022,14:03:00,property,motor vehicle theft
590,07/08/2022,14:51:00,property,theft f/auto
591,07/08/2022,17:22:00,property,theft f/auto
592,07/08/2022,17:08:00,property,theft/other
593,04/08/2022,02:13:00,property,theft/other
