ID,Date,Hour,Max Temp (f),Min Temp (f),Avg Temp (f),Total Precipitation (in),Day Condition,Hour Temp (f),Hour Condition,Hour Precipitation (in)
0,2022-02-19,12:00AM,49.3,30.4,40.5,0.0,Sunny,34.0,Clear,0.0
1,2022-02-19,1:00AM,49.3,30.4,40.5,0.0,Sunny,33.4,Clear,0.0
2,2022-02-19,2:00AM,49.3,30.4,40.5,0.0,Sunny,32.9,Clear,0.0
3,2022-02-19,3:00AM,49.3,30.4,40.5,0.0,Sunny,32.4,Clear,0.0
4,2022-02-19,4:00AM,49.3,30.4,40.5,0.0,Sunny,32.0,Clear,0.0
5,2022-02-19,5:00AM,49.3,30.4,40.5,0.0,Sunny,31.6,Clear,0.0
6,2022-02-19,6:00AM,49.3,30.4,40.5,0.0,Sunny,31.3,Clear,0.0
7,2022-02-19,7:00AM,49.3,30.4,40.5,0.0,Sunny,31.9,Sunny,0.0
8,2022-02-19,8:00AM,49.3,30.4,40.5,0.0,Sunny,32.6,Sunny,0.0
9,2022-02-19,9:00AM,49.3,30.4,40.5,0.0,Sunny,33.3,Sunny,0.0
10,2022-02-19,10:00AM,49.3,30.4,40.5,0.0,Sunny,37.6,Sunny,0.0
11,2022-02-19,11:00AM,49.3,30.4,40.5,0.0,Sunny,41.9,Sunny,0.0
12,2022-02-19,12:00PM,49.3,30.4,40.5,0.0,Sunny,46.2,Sunny,0.0
13,2022-02-19,1:00PM,49.3,30.4,40.5,0.0,Sunny,47.2,Sunny,0.0
14,2022-02-19,2:00PM,49.3,30.4,40.5,0.0,Sunny,48.3,Sunny,0.0
15,2022-02-19,3:00PM,49.3,30.4,40.5,0.0,Sunny,49.3,Sunny,0.0
16,2022-02-19,4:00PM,49.3,30.4,40.5,0.0,Sunny,46.9,Sunny,0.0
17,2022-02-19,5:00PM,49.3,30.4,40.5,0.0,Sunny,44.6,Sunny,0.0
18,2022-02-19,6:00PM,49.3,30.4,40.5,0.0,Sunny,42.3,Clear,0.0
19,2022-02-19,7:00PM,49.3,30.4,40.5,0.0,Sunny,38.3,Clear,0.0
20,2022-02-19,8:00PM,49.3,30.4,40.5,0.0,Sunny,34.3,Clear,0.0
21,2022-02-19,9:00PM,49.3,30.4,40.5,0.0,Sunny,30.4,Clear,0.0
22,2022-02-19,10:00PM,49.3,30.4,40.5,0.0,Sunny,28.8,Clear,0.0
23,2022-02-19,11:00PM,49.3,30.4,40.5,0.0,Sunny,27.1,Clear,0.0
24,2022-02-20,12:00AM,45.3,24.3,34.7,0.0,Sunny,25.5,Clear,0.0
25,2022-02-20,1:00AM,45.3,24.3,34.7,0.0,Sunny,25.2,Clear,0.0
26,2022-02-20,2:00AM,45.3,24.3,34.7,0.0,Sunny,24.9,Clear,0.0
27,2022-02-20,3:00AM,45.3,24.3,34.7,0.0,Sunny,24.6,Clear,0.0
28,2022-02-20,4:00AM,45.3,24.3,34.7,0.0,Sunny,24.5,Clear,0.0
29,2022-02-20,5:00AM,45.3,24.3,34.7,0.0,Sunny,24.4,Clear,0.0
30,2022-02-20,6:00AM,45.3,24.3,34.7,0.0,Sunny,24.3,Clear,0.0
31,2022-02-20,7:00AM,45.3,24.3,34.7,0.0,Sunny,24.9,Sunny,0.0
32,2022-02-20,8:00AM,45.3,24.3,34.7,0.0,Sunny,25.5,Sunny,0.0
33,2022-02-20,9:00AM,45.3,24.3,34.7,0.0,Sunny,26.1,Sunny,0.0
34,2022-02-20,10:00AM,45.3,24.3,34.7,0.0,Sunny,28.9,Sunny,0.0
35,2022-02-20,11:00AM,45.3,24.3,34.7,0.0,Sunny,31.8,Sunny,0.0
36,2022-02-20,12:00PM,45.3,24.3,34.7,0.0,Sunny,34.7,Sunny,0.0
37,2022-02-20,1:00PM,45.3,24.3,34.7,0.0,Sunny,37.6,Sunny,0.0
38,2022-02-20,2:00PM,45.3,24.3,34.7,0.0,Sunny,40.5,Sunny,0.0
39,2022-02-20,3:00PM,45.3,24.3,34.7,0.0,Sunny,43.3,Sunny,0.0
40,2022-02-20,4:00PM,45.3,24.3,34.7,0.0,Sunny,44.0,Sunny,0.0
41,2022-02-20,5:00PM,45.3,24.3,34.7,0.0,Sunny,44.7,Sunny,0.0
42,2022-02-20,6:00PM,45.3,24.3,34.7,0.0,Sunny,45.3,Clear,0.0
43,2022-02-20,7:00PM,45.3,24.3,34.7,0.0,Sunny,42.5,Clear,0.0
44,2022-02-20,8:00PM,45.3,24.3,34.7,0.0,Sunny,39.7,Clear,0.0
45,2022-02-20,9:00PM,45.3,24.3,34.7,0.0,Sunny,36.9,Clear,0.0
46,2022-02-20,10:00PM,45.3,24.3,34.7,0.0,Sunny,36.6,Clear,0.0
47,2022-02-20,11:00PM,45.3,24.3,34.7,0.0,Sunny,36.3,Clear,0.0
48,2022-02-21,12:00AM,60.3,32.9,47.1,0.0,Overcast,36.0,Clear,0.0
49,2022-02-21,1:00AM,60.3,32.9,47.1,0.0,Overcast,35.8,Clear,0.0
50,2022-02-21,2:00AM,60.3,32.9,47.1,0.0,Overcast,35.6,Clear,0.0
51,2022-02-21,3:00AM,60.3,32.9,47.1,0.0,Overcast,35.4,Clear,0.0
52,2022-02-21,4:00AM,60.3,32.9,47.1,0.0,Overcast,34.6,Clear,0.0
53,2022-02-21,5:00AM,60.3,32.9,47.1,0.0,Overcast,33.7,Clear,0.0
54,2022-02-21,6:00AM,60.3,32.9,47.1,0.0,Overcast,32.9,Clear,0.0
55,2022-02-21,7:00AM,60.3,32.9,47.1,0.0,Overcast,33.6,Sunny,0.0
56,2022-02-21,8:00AM,60.3,32.9,47.1,0.0,Overcast,34.2,Sunny,0.0
57,2022-02-21,9:00AM,60.3,32.9,47.1,0.0,Overcast,34.9,Sunny,0.0
58,2022-02-21,10:00AM,60.3,32.9,47.1,0.0,Overcast,40.0,Sunny,0.0
59,2022-02-21,11:00AM,60.3,32.9,47.1,0.0,Overcast,45.2,Overcast,0.0
60,2022-02-21,12:00PM,60.3,32.9,47.1,0.0,Overcast,50.4,Overcast,0.0
61,2022-02-21,1:00PM,60.3,32.9,47.1,0.0,Overcast,53.7,Overcast,0.0
62,2022-02-21,2:00PM,60.3,32.9,47.1,0.0,Overcast,57.0,Sunny,0.0
63,2022-02-21,3:00PM,60.3,32.9,47.1,0.0,Overcast,60.3,Sunny,0.0
64,2022-02-21,4:00PM,60.3,32.9,47.1,0.0,Overcast,59.2,Sunny,0.0
65,2022-02-21,5:00PM,60.3,32.9,47.1,0.0,Overcast,58.2,Sunny,0.0
66,2022-02-21,6:00PM,60.3,32.9,47.1,0.0,Overcast,57.2,Clear,0.0
67,2022-02-21,7:00PM,60.3,32.9,47.1,0.0,Overcast,54.8,Clear,0.0
68,2022-02-21,8:00PM,60.3,32.9,47.1,0.0,Overcast,52.4,Cloudy,0.0
69,2022-02-21,9:00PM,60.3,32.9,47.1,0.0,Overcast,50.0,Cloudy,0.0
70,2022-02-21,10:00PM,60.3,32.9,47.1,0.0,Overcast,48.9,Cloudy,0.0
71,2022-02-21,11:00PM,60.3,32.9,47.1,0.0,Overcast,47.7,Partly cloudy,0.0
72,2022-02-22,12:00AM,56.7,46.6,53.2,0.02,Light drizzle,46.6,Partly cloudy,0.0
73,2022-02-22,1:00AM,56.7,46.6,53.2,0.02,Light drizzle,46.8,Partly cloudy,0.0
74,2022-02-22,2:00AM,56.7,46.6,53.2,0.02,Light drizzle,47.1,Partly cloudy,0.0
75,2022-02-22,3:00AM,56.7,46.6,53.2,0.02,Light drizzle,47.3,Partly cloudy,0.0
76,2022-02-22,4:00AM,56.7,46.6,53.2,0.02,Light drizzle,47.9,Partly cloudy,0.0
77,2022-02-22,5:00AM,56.7,46.6,53.2,0.02,Light drizzle,48.5,Partly cloudy,0.0
78,2022-02-22,6:00AM,56.7,46.6,53.2,0.02,Light drizzle,49.1,Partly cloudy,0.0
79,2022-02-22,7:00AM,56.7,46.6,53.2,0.02,Light drizzle,49.8,Partly cloudy,0.0
80,2022-02-22,8:00AM,56.7,46.6,53.2,0.02,Light drizzle,50.4,Overcast,0.0
81,2022-02-22,9:00AM,56.7,46.6,53.2,0.02,Light drizzle,51.1,Overcast,0.0
82,2022-02-22,10:00AM,56.7,46.6,53.2,0.02,Light drizzle,52.1,Overcast,0.0
83,2022-02-22,11:00AM,56.7,46.6,53.2,0.02,Light drizzle,53.1,Patchy rain possible,0.0
84,2022-02-22,12:00PM,56.7,46.6,53.2,0.02,Light drizzle,54.1,Patchy rain possible,0.0
85,2022-02-22,1:00PM,56.7,46.6,53.2,0.02,Light drizzle,54.4,Patchy rain possible,0.0
86,2022-02-22,2:00PM,56.7,46.6,53.2,0.02,Light drizzle,54.7,Light drizzle,0.0
87,2022-02-22,3:00PM,56.7,46.6,53.2,0.02,Light drizzle,55.0,Light drizzle,0.0
88,2022-02-22,4:00PM,56.7,46.6,53.2,0.02,Light drizzle,55.6,Light drizzle,0.0
89,2022-02-22,5:00PM,56.7,46.6,53.2,0.02,Light drizzle,56.1,Overcast,0.0
90,2022-02-22,6:00PM,56.7,46.6,53.2,0.02,Light drizzle,56.7,Overcast,0.0
91,2022-02-22,7:00PM,56.7,46.6,53.2,0.02,Light drizzle,57.4,Overcast,0.0
92,2022-02-22,8:00PM,56.7,46.6,53.2,0.02,Light drizzle,58.1,Light drizzle,0.0
93,2022-02-22,9:00PM,56.7,46.6,53.2,0.02,Light drizzle,58.8,Light drizzle,0.01
94,2022-02-22,10:00PM,56.7,46.6,53.2,0.02,Light drizzle,59.9,Light drizzle,0.0
95,2022-02-22,11:00PM,56.7,46.6,53.2,0.02,Light drizzle,61.0,Overcast,0.0
96,2022-02-23,12:00AM,66.6,47.7,62.0,0.0,Overcast,62.1,Overcast,0.0
97,2022-02-23,1:00AM,66.6,47.7,62.0,0.0,Overcast,61.9,Overcast,0.0
98,2022-02-23,2:00AM,66.6,47.7,62.0,0.0,Overcast,61.8,Overcast,0.0
99,2022-02-23,3:00AM,66.6,47.7,62.0,0.0,Overcast,61.7,Overcast,0.0
100,2022-02-23,4:00AM,66.6,47.7,62.0,0.0,Overcast,61.2,Overcast,0.0
101,2022-02-23,5:00AM,66.6,47.7,62.0,0.0,Overcast,60.6,Partly cloudy,0.0
102,2022-02-23,6:00AM,66.6,47.7,62.0,0.0,Overcast,60.1,Partly cloudy,0.0
103,2022-02-23,7:00AM,66.6,47.7,62.0,0.0,Overcast,60.0,Partly cloudy,0.0
104,2022-02-23,8:00AM,66.6,47.7,62.0,0.0,Overcast,59.8,Overcast,0.0
105,2022-02-23,9:00AM,66.6,47.7,62.0,0.0,Overcast,59.7,Overcast,0.0
106,2022-02-23,10:00AM,66.6,47.7,62.0,0.0,Overcast,61.8,Overcast,0.0
107,2022-02-23,11:00AM,66.6,47.7,62.0,0.0,Overcast,63.8,Partly cloudy,0.0
108,2022-02-23,12:00PM,66.6,47.7,62.0,0.0,Overcast,65.8,Partly cloudy,0.0
109,2022-02-23,1:00PM,66.6,47.7,62.0,0.0,Overcast,66.1,Partly cloudy,0.0
110,2022-02-23,2:00PM,66.6,47.7,62.0,0.0,Overcast,66.3,Cloudy,0.0
111,2022-02-23,3:00PM,66.6,47.7,62.0,0.0,Overcast,66.6,Cloudy,0.0
112,2022-02-23,4:00PM,66.6,47.7,62.0,0.0,Overcast,63.6,Cloudy,0.0
113,2022-02-23,5:00PM,66.6,47.7,62.0,0.0,Overcast,60.7,Partly cloudy,0.0
114,2022-02-23,6:00PM,66.6,47.7,62.0,0.0,Overcast,57.7,Partly cloudy,0.0
115,2022-02-23,7:00PM,66.6,47.7,62.0,0.0,Overcast,54.4,Partly cloudy,0.0
116,2022-02-23,8:00PM,66.6,47.7,62.0,0.0,Overcast,51.0,Clear,0.0
117,2022-02-23,9:00PM,66.6,47.7,62.0,0.0,Overcast,47.7,Clear,0.0
118,2022-02-23,10:00PM,66.6,47.7,62.0,0.0,Overcast,46.1,Clear,0.0
119,2022-02-23,11:00PM,66.6,47.7,62.0,0.0,Overcast,44.5,Clear,0.0
120,2022-02-24,12:00AM,37.8,33.8,36.9,0.03,Overcast,43.0,Clear,0.0
121,2022-02-24,1:00AM,37.8,33.8,36.9,0.03,Overcast,41.7,Clear,0.0
122,2022-02-24,2:00AM,37.8,33.8,36.9,0.03,Overcast,40.3,Partly cloudy,0.0
123,2022-02-24,3:00AM,37.8,33.8,36.9,0.03,Overcast,39.0,Partly cloudy,0.0
124,2022-02-24,4:00AM,37.8,33.8,36.9,0.03,Overcast,38.1,Partly cloudy,0.0
125,2022-02-24,5:00AM,37.8,33.8,36.9,0.03,Overcast,37.1,Clear,0.0
126,2022-02-24,6:00AM,37.8,33.8,36.9,0.03,Overcast,36.1,Clear,0.0
127,2022-02-24,7:00AM,37.8,33.8,36.9,0.03,Overcast,36.3,Sunny,0.0
128,2022-02-24,8:00AM,37.8,33.8,36.9,0.03,Overcast,36.4,Partly cloudy,0.0
129,2022-02-24,9:00AM,37.8,33.8,36.9,0.03,Overcast,36.5,Partly cloudy,0.0
130,2022-02-24,10:00AM,37.8,33.8,36.9,0.03,Overcast,36.9,Partly cloudy,0.0
131,2022-02-24,11:00AM,37.8,33.8,36.9,0.03,Overcast,37.3,Overcast,0.0
132,2022-02-24,12:00PM,37.8,33.8,36.9,0.03,Overcast,37.8,Overcast,0.0
133,2022-02-24,1:00PM,37.8,33.8,36.9,0.03,Overcast,37.6,Overcast,0.0
134,2022-02-24,2:00PM,37.8,33.8,36.9,0.03,Overcast,37.5,Overcast,0.0
135,2022-02-24,3:00PM,37.8,33.8,36.9,0.03,Overcast,37.4,Overcast,0.0
136,2022-02-24,4:00PM,37.8,33.8,36.9,0.03,Overcast,37.2,Overcast,0.0
137,2022-02-24,5:00PM,37.8,33.8,36.9,0.03,Overcast,36.9,Overcast,0.0
138,2022-02-24,6:00PM,37.8,33.8,36.9,0.03,Overcast,36.7,Overcast,0.0
139,2022-02-24,7:00PM,37.8,33.8,36.9,0.03,Overcast,35.7,Overcast,0.0
140,2022-02-24,8:00PM,37.8,33.8,36.9,0.03,Overcast,34.8,Light rain,0.01
141,2022-02-24,9:00PM,37.8,33.8,36.9,0.03,Overcast,33.8,Light rain,0.01
142,2022-02-24,10:00PM,37.8,33.8,36.9,0.03,Overcast,33.6,Light rain,0.01
143,2022-02-24,11:00PM,37.8,33.8,36.9,0.03,Overcast,33.3,Light rain,0.01
144,2022-02-25,12:00AM,58.5,33.1,46.5,0.07,Light rain,33.1,Light rain,0.01
145,2022-02-25,1:00AM,58.5,33.1,46.5,0.07,Light rain,33.7,Light rain,0.01
146,2022-02-25,2:00AM,58.5,33.1,46.5,0.07,Light rain,34.4,Mist,0.0
147,2022-02-25,3:00AM,58.5,33.1,46.5,0.07,Light rain,35.1,Mist,0.0
148,2022-02-25,4:00AM,58.5,33.1,46.5,0.07,Light rain,35.7,Mist,0.0
149,2022-02-25,5:00AM,58.5,33.1,46.5,0.07,Light rain,36.3,Overcast,0.0
150,2022-02-25,6:00AM,58.5,33.1,46.5,0.07,Light rain,36.9,Overcast,0.0
151,2022-02-25,7:00AM,58.5,33.1,46.5,0.07,Light rain,38.4,Overcast,0.0
152,2022-02-25,8:00AM,58.5,33.1,46.5,0.07,Light rain,39.9,Light rain,0.01
153,2022-02-25,9:00AM,58.5,33.1,46.5,0.07,Light rain,41.4,Light rain,0.02
154,2022-02-25,10:00AM,58.5,33.1,46.5,0.07,Light rain,44.1,Light rain,0.01
155,2022-02-25,11:00AM,58.5,33.1,46.5,0.07,Light rain,46.8,Overcast,0.0
156,2022-02-25,12:00PM,58.5,33.1,46.5,0.07,Light rain,49.5,Overcast,0.0
157,2022-02-25,1:00PM,58.5,33.1,46.5,0.07,Light rain,52.5,Overcast,0.0
158,2022-02-25,2:00PM,58.5,33.1,46.5,0.07,Light rain,55.5,Sunny,0.0
159,2022-02-25,3:00PM,58.5,33.1,46.5,0.07,Light rain,58.5,Sunny,0.0
160,2022-02-25,4:00PM,58.5,33.1,46.5,0.07,Light rain,54.4,Sunny,0.0
161,2022-02-25,5:00PM,58.5,33.1,46.5,0.07,Light rain,50.4,Sunny,0.0
162,2022-02-25,6:00PM,58.5,33.1,46.5,0.07,Light rain,46.4,Clear,0.0
163,2022-02-25,7:00PM,58.5,33.1,46.5,0.07,Light rain,43.0,Clear,0.0
164,2022-02-25,8:00PM,58.5,33.1,46.5,0.07,Light rain,39.7,Clear,0.0
165,2022-02-25,9:00PM,58.5,33.1,46.5,0.07,Light rain,36.3,Clear,0.0
166,2022-02-25,10:00PM,58.5,33.1,46.5,0.07,Light rain,34.3,Clear,0.0
167,2022-02-25,11:00PM,58.5,33.1,46.5,0.07,Light rain,32.4,Overcast,0.0
168,2022-02-26,12:00AM,41.7,28.9,35.6,0.0,Partly cloudy,30.4,Overcast,0.0
169,2022-02-26,1:00AM,41.7,28.9,35.6,0.0,Partly cloudy,30.0,Overcast,0.0
170,2022-02-26,2:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.7,Overcast,0.0
171,2022-02-26,3:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.3,Overcast,0.0
172,2022-02-26,4:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.2,Overcast,0.0
173,2022-02-26,5:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.1,Partly cloudy,0.0
174,2022-02-26,6:00AM,41.7,28.9,35.6,0.0,Partly cloudy,28.9,Partly cloudy,0.0
175,2022-02-26,7:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.4,Partly cloudy,0.0
176,2022-02-26,8:00AM,41.7,28.9,35.6,0.0,Partly cloudy,29.8,Sunny,0.0
177,2022-02-26,9:00AM,41.7,28.9,35.6,0.0,Partly cloudy,30.2,Sunny,0.0
178,2022-02-26,10:00AM,41.7,28.9,35.6,0.0,Partly cloudy,32.3,Sunny,0.0
179,2022-02-26,11:00AM,41.7,28.9,35.6,0.0,Partly cloudy,34.4,Partly cloudy,0.0
180,2022-02-26,12:00PM,41.7,28.9,35.6,0.0,Partly cloudy,36.5,Partly cloudy,0.0
181,2022-02-26,1:00PM,41.7,28.9,35.6,0.0,Partly cloudy,37.9,Partly cloudy,0.0
182,2022-02-26,2:00PM,41.7,28.9,35.6,0.0,Partly cloudy,39.4,Partly cloudy,0.0
183,2022-02-26,3:00PM,41.7,28.9,35.6,0.0,Partly cloudy,40.8,Partly cloudy,0.0
184,2022-02-26,4:00PM,41.7,28.9,35.6,0.0,Partly cloudy,41.1,Partly cloudy,0.0
185,2022-02-26,5:00PM,41.7,28.9,35.6,0.0,Partly cloudy,41.4,Partly cloudy,0.0
186,2022-02-26,6:00PM,41.7,28.9,35.6,0.0,Partly cloudy,41.7,Partly cloudy,0.0
187,2022-02-26,7:00PM,41.7,28.9,35.6,0.0,Partly cloudy,39.7,Partly cloudy,0.0
188,2022-02-26,8:00PM,41.7,28.9,35.6,0.0,Partly cloudy,37.8,Partly cloudy,0.0
189,2022-02-26,9:00PM,41.7,28.9,35.6,0.0,Partly cloudy,35.8,Partly cloudy,0.0
190,2022-02-26,10:00PM,41.7,28.9,35.6,0.0,Partly cloudy,35.5,Partly cloudy,0.0
191,2022-02-26,11:00PM,41.7,28.9,35.6,0.0,Partly cloudy,35.3,Partly cloudy,0.0
192,2022-02-27,12:00AM,54.5,32.9,45.2,0.0,Partly cloudy,35.1,Partly cloudy,0.0
193,2022-02-27,1:00AM,54.5,32.9,45.2,0.0,Partly cloudy,34.3,Partly cloudy,0.0
194,2022-02-27,2:00AM,54.5,32.9,45.2,0.0,Partly cloudy,33.6,Clear,0.0
195,2022-02-27,3:00AM,54.5,32.9,45.2,0.0,Partly cloudy,32.9,Clear,0.0
196,2022-02-27,4:00AM,54.5,32.9,45.2,0.0,Partly cloudy,33.2,Clear,0.0
197,2022-02-27,5:00AM,54.5,32.9,45.2,0.0,Partly cloudy,33.5,Partly cloudy,0.0
198,2022-02-27,6:00AM,54.5,32.9,45.2,0.0,Partly cloudy,33.8,Partly cloudy,0.0
199,2022-02-27,7:00AM,54.5,32.9,45.2,0.0,Partly cloudy,34.6,Partly cloudy,0.0
200,2022-02-27,8:00AM,54.5,32.9,45.2,0.0,Partly cloudy,35.5,Sunny,0.0
201,2022-02-27,9:00AM,54.5,32.9,45.2,0.0,Partly cloudy,36.3,Sunny,0.0
202,2022-02-27,10:00AM,54.5,32.9,45.2,0.0,Partly cloudy,40.5,Sunny,0.0
203,2022-02-27,11:00AM,54.5,32.9,45.2,0.0,Partly cloudy,44.7,Sunny,0.0
204,2022-02-27,12:00PM,54.5,32.9,45.2,0.0,Partly cloudy,48.9,Sunny,0.0
205,2022-02-27,1:00PM,54.5,32.9,45.2,0.0,Partly cloudy,50.8,Sunny,0.0
206,2022-02-27,2:00PM,54.5,32.9,45.2,0.0,Partly cloudy,52.6,Sunny,0.0
207,2022-02-27,3:00PM,54.5,32.9,45.2,0.0,Partly cloudy,54.5,Sunny,0.0
208,2022-02-27,4:00PM,54.5,32.9,45.2,0.0,Partly cloudy,53.9,Sunny,0.0
209,2022-02-27,5:00PM,54.5,32.9,45.2,0.0,Partly cloudy,53.3,Sunny,0.0
210,2022-02-27,6:00PM,54.5,32.9,45.2,0.0,Partly cloudy,52.7,Clear,0.0
211,2022-02-27,7:00PM,54.5,32.9,45.2,0.0,Partly cloudy,50.2,Clear,0.0
212,2022-02-27,8:00PM,54.5,32.9,45.2,0.0,Partly cloudy,47.8,Clear,0.0
213,2022-02-27,9:00PM,54.5,32.9,45.2,0.0,Partly cloudy,45.3,Clear,0.0
214,2022-02-27,10:00PM,54.5,32.9,45.2,0.0,Partly cloudy,43.0,Clear,0.0
215,2022-02-27,11:00PM,54.5,32.9,45.2,0.0,Partly cloudy,40.6,Clear,0.0
216,2022-02-28,12:00AM,38.1,26.8,32.9,0.0,Sunny,38.3,Clear,0.0
217,2022-02-28,1:00AM,38.1,26.8,32.9,0.0,Sunny,37.2,Clear,0.0
218,2022-02-28,2:00AM,38.1,26.8,32.9,0.0,Sunny,36.0,Clear,0.0
219,2022-02-28,3:00AM,38.1,26.8,32.9,0.0,Sunny,34.9,Clear,0.0
220,2022-02-28,4:00AM,38.1,26.8,32.9,0.0,Sunny,33.0,Clear,0.0
221,2022-02-28,5:00AM,38.1,26.8,32.9,0.0,Sunny,31.0,Clear,0.0
222,2022-02-28,6:00AM,38.1,26.8,32.9,0.0,Sunny,29.1,Clear,0.0
223,2022-02-28,7:00AM,38.1,26.8,32.9,0.0,Sunny,28.3,Sunny,0.0
224,2022-02-28,8:00AM,38.1,26.8,32.9,0.0,Sunny,27.6,Sunny,0.0
225,2022-02-28,9:00AM,38.1,26.8,32.9,0.0,Sunny,26.8,Sunny,0.0
226,2022-02-28,10:00AM,38.1,26.8,32.9,0.0,Sunny,28.6,Sunny,0.0
227,2022-02-28,11:00AM,38.1,26.8,32.9,0.0,Sunny,30.5,Sunny,0.0
228,2022-02-28,12:00PM,38.1,26.8,32.9,0.0,Sunny,32.4,Sunny,0.0
229,2022-02-28,1:00PM,38.1,26.8,32.9,0.0,Sunny,34.3,Sunny,0.0
230,2022-02-28,2:00PM,38.1,26.8,32.9,0.0,Sunny,36.2,Sunny,0.0
231,2022-02-28,3:00PM,38.1,26.8,32.9,0.0,Sunny,38.1,Sunny,0.0
232,2022-02-28,4:00PM,38.1,26.8,32.9,0.0,Sunny,38.1,Sunny,0.0
233,2022-02-28,5:00PM,38.1,26.8,32.9,0.0,Sunny,38.1,Sunny,0.0
234,2022-02-28,6:00PM,38.1,26.8,32.9,0.0,Sunny,38.1,Clear,0.0
235,2022-02-28,7:00PM,38.1,26.8,32.9,0.0,Sunny,35.7,Clear,0.0
236,2022-02-28,8:00PM,38.1,26.8,32.9,0.0,Sunny,33.3,Clear,0.0
237,2022-02-28,9:00PM,38.1,26.8,32.9,0.0,Sunny,30.9,Clear,0.0
238,2022-02-28,10:00PM,38.1,26.8,32.9,0.0,Sunny,31.4,Clear,0.0
239,2022-02-28,11:00PM,38.1,26.8,32.9,0.0,Sunny,31.9,Partly cloudy,0.0
240,2022-03-01,12:00AM,54.3,31.1,43.5,0.0,Overcast,32.4,Partly cloudy,0.0
241,2022-03-01,1:00AM,54.3,31.1,43.5,0.0,Overcast,31.9,Partly cloudy,0.0
242,2022-03-01,2:00AM,54.3,31.1,43.5,0.0,Overcast,31.5,Partly cloudy,0.0
243,2022-03-01,3:00AM,54.3,31.1,43.5,0.0,Overcast,31.1,Partly cloudy,0.0
244,2022-03-01,4:00AM,54.3,31.1,43.5,0.0,Overcast,31.2,Partly cloudy,0.0
245,2022-03-01,5:00AM,54.3,31.1,43.5,0.0,Overcast,31.3,Partly cloudy,0.0
246,2022-03-01,6:00AM,54.3,31.1,43.5,0.0,Overcast,31.5,Partly cloudy,0.0
247,2022-03-01,7:00AM,54.3,31.1,43.5,0.0,Overcast,32.5,Partly cloudy,0.0
248,2022-03-01,8:00AM,54.3,31.1,43.5,0.0,Overcast,33.5,Sunny,0.0
249,2022-03-01,9:00AM,54.3,31.1,43.5,0.0,Overcast,34.5,Sunny,0.0
250,2022-03-01,10:00AM,54.3,31.1,43.5,0.0,Overcast,37.9,Sunny,0.0
251,2022-03-01,11:00AM,54.3,31.1,43.5,0.0,Overcast,41.4,Overcast,0.0
252,2022-03-01,12:00PM,54.3,31.1,43.5,0.0,Overcast,44.8,Overcast,0.0
253,2022-03-01,1:00PM,54.3,31.1,43.5,0.0,Overcast,47.3,Overcast,0.0
254,2022-03-01,2:00PM,54.3,31.1,43.5,0.0,Overcast,49.8,Sunny,0.0
255,2022-03-01,3:00PM,54.3,31.1,43.5,0.0,Overcast,52.3,Sunny,0.0
256,2022-03-01,4:00PM,54.3,31.1,43.5,0.0,Overcast,53.0,Sunny,0.0
257,2022-03-01,5:00PM,54.3,31.1,43.5,0.0,Overcast,53.7,Sunny,0.0
258,2022-03-01,6:00PM,54.3,31.1,43.5,0.0,Overcast,54.3,Sunny,0.0
259,2022-03-01,7:00PM,54.3,31.1,43.5,0.0,Overcast,51.3,Clear,0.0
260,2022-03-01,8:00PM,54.3,31.1,43.5,0.0,Overcast,48.2,Clear,0.0
261,2022-03-01,9:00PM,54.3,31.1,43.5,0.0,Overcast,45.1,Clear,0.0
262,2022-03-01,10:00PM,54.3,31.1,43.5,0.0,Overcast,44.8,Clear,0.0
263,2022-03-01,11:00PM,54.3,31.1,43.5,0.0,Overcast,44.4,Cloudy,0.0
264,2022-03-02,12:00AM,61.9,40.5,52.0,0.0,Partly cloudy,44.1,Cloudy,0.0
265,2022-03-02,1:00AM,61.9,40.5,52.0,0.0,Partly cloudy,43.6,Cloudy,0.0
266,2022-03-02,2:00AM,61.9,40.5,52.0,0.0,Partly cloudy,43.1,Clear,0.0
267,2022-03-02,3:00AM,61.9,40.5,52.0,0.0,Partly cloudy,42.6,Clear,0.0
268,2022-03-02,4:00AM,61.9,40.5,52.0,0.0,Partly cloudy,41.9,Clear,0.0
269,2022-03-02,5:00AM,61.9,40.5,52.0,0.0,Partly cloudy,41.2,Partly cloudy,0.0
270,2022-03-02,6:00AM,61.9,40.5,52.0,0.0,Partly cloudy,40.5,Partly cloudy,0.0
271,2022-03-02,7:00AM,61.9,40.5,52.0,0.0,Partly cloudy,41.8,Partly cloudy,0.0
272,2022-03-02,8:00AM,61.9,40.5,52.0,0.0,Partly cloudy,43.2,Partly cloudy,0.0
273,2022-03-02,9:00AM,61.9,40.5,52.0,0.0,Partly cloudy,44.6,Partly cloudy,0.0
274,2022-03-02,10:00AM,61.9,40.5,52.0,0.0,Partly cloudy,48.5,Partly cloudy,0.0
275,2022-03-02,11:00AM,61.9,40.5,52.0,0.0,Partly cloudy,52.4,Sunny,0.0
