ID,Start Date,Start Time,Year,Offense Group,offense,Max Temp (f),Min Temp (f),Avg Temp (f),Total Precipitation (in),Day Condition
0,02/19/2022,01:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
1,02/19/2022,01:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
2,02/19/2022,02:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
3,02/19/2022,02:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
4,02/19/2022,03:40:00,2022,property,burglary,49.3,30.4,40.5,0.0,Sunny
5,02/19/2022,04:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
6,02/19/2022,04:00:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
7,02/19/2022,04:15:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
8,02/19/2022,04:20:00,2022,violent,assault w/dangerous weapon,49.3,30.4,40.5,0.0,Sunny
9,02/19/2022,04:42:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
10,02/19/2022,05:00:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
11,02/19/2022,05:49:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
12,02/19/2022,06:16:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
13,02/19/2022,06:22:00,2022,property,burglary,49.3,30.4,40.5,0.0,Sunny
14,02/19/2022,07:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
15,02/19/2022,08:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
16,02/19/2022,09:22:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
17,02/19/2022,09:30:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
18,02/19/2022,09:51:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
19,02/19/2022,10:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
20,02/19/2022,11:00:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
21,02/19/2022,11:05:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
22,02/19/2022,11:38:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
23,02/19/2022,12:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
24,02/19/2022,12:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
25,02/19/2022,12:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
26,02/19/2022,12:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
27,02/19/2022,12:20:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
28,02/19/2022,12:28:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
29,02/19/2022,12:46:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
30,02/19/2022,13:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
31,02/19/2022,13:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
32,02/19/2022,13:26:00,2022,property,burglary,49.3,30.4,40.5,0.0,Sunny
33,02/19/2022,13:57:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
34,02/19/2022,14:05:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
35,02/19/2022,14:27:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
36,02/19/2022,14:42:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
37,02/19/2022,14:55:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
38,02/19/2022,15:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
39,02/19/2022,15:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
40,02/19/2022,15:50:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
41,02/19/2022,15:55:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
42,02/19/2022,16:28:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
43,02/19/2022,16:30:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
44,02/19/2022,16:37:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
45,02/19/2022,16:52:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
46,02/19/2022,17:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
47,02/19/2022,17:35:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
48,02/19/2022,18:37:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
49,02/19/2022,19:10:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
50,02/19/2022,19:22:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
51,02/19/2022,19:29:00,2022,violent,homicide,49.3,30.4,40.5,0.0,Sunny
52,02/19/2022,19:30:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
53,02/19/2022,19:42:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
54,02/19/2022,20:20:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
55,02/19/2022,21:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
56,02/19/2022,21:06:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
57,02/19/2022,21:18:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
58,02/19/2022,21:19:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
59,02/19/2022,21:21:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
60,02/19/2022,21:30:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
61,02/19/2022,21:45:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
62,02/19/2022,21:50:00,2022,violent,robbery,49.3,30.4,40.5,0.0,Sunny
63,02/19/2022,22:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
64,02/19/2022,22:25:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
65,02/19/2022,22:28:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
66,02/19/2022,22:40:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
67,02/19/2022,23:00:00,2022,property,theft/other,49.3,30.4,40.5,0.0,Sunny
68,02/19/2022,23:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
69,02/19/2022,23:00:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
70,02/19/2022,23:08:00,2022,property,motor vehicle theft,49.3,30.4,40.5,0.0,Sunny
71,02/19/2022,23:11:00,2022,property,burglary,49.3,30.4,40.5,0.0,Sunny
72,02/19/2022,23:30:00,2022,property,theft f/auto,49.3,30.4,40.5,0.0,Sunny
73,02/19/2022,23:31:00,2022,violent,assault w/dangerous weapon,49.3,30.4,40.5,0.0,Sunny
74,02/20/2022,00:34:00,2022,property,burglary,45.3,24.3,34.7,0.0,Sunny
75,02/20/2022,01:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
76,02/20/2022,01:35:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
77,02/20/2022,02:09:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
78,02/20/2022,02:20:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
79,02/20/2022,02:31:00,2022,violent,assault w/dangerous weapon,45.3,24.3,34.7,0.0,Sunny
80,02/20/2022,03:57:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
81,02/20/2022,04:03:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
82,02/20/2022,04:08:00,2022,property,burglary,45.3,24.3,34.7,0.0,Sunny
83,02/20/2022,05:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
84,02/20/2022,06:00:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
85,02/20/2022,06:36:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
86,02/20/2022,08:36:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
87,02/20/2022,08:55:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
88,02/20/2022,09:30:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
89,02/20/2022,10:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
90,02/20/2022,10:13:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
91,02/20/2022,10:21:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
92,02/20/2022,10:50:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
93,02/20/2022,10:51:00,2022,property,burglary,45.3,24.3,34.7,0.0,Sunny
94,02/20/2022,11:00:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
95,02/20/2022,11:00:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
96,02/20/2022,11:46:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
97,02/20/2022,12:16:00,2022,violent,assault w/dangerous weapon,45.3,24.3,34.7,0.0,Sunny
98,02/20/2022,12:30:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
99,02/20/2022,12:30:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
100,02/20/2022,12:32:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
101,02/20/2022,12:55:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
102,02/20/2022,13:47:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
103,02/20/2022,14:10:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
104,02/20/2022,14:10:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
105,02/20/2022,15:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
106,02/20/2022,15:25:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
107,02/20/2022,15:45:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
108,02/20/2022,15:49:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
109,02/20/2022,16:28:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
110,02/20/2022,16:34:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
111,02/20/2022,16:43:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
112,02/20/2022,16:45:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
113,02/20/2022,17:00:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
114,02/20/2022,17:17:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
115,02/20/2022,17:30:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
116,02/20/2022,17:30:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
117,02/20/2022,18:30:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
118,02/20/2022,19:18:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
119,02/20/2022,19:26:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
120,02/20/2022,19:37:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
121,02/20/2022,19:45:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
122,02/20/2022,20:00:00,2022,property,motor vehicle theft,45.3,24.3,34.7,0.0,Sunny
123,02/20/2022,20:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
124,02/20/2022,20:30:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
125,02/20/2022,20:34:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
126,02/20/2022,21:00:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
127,02/20/2022,21:26:00,2022,violent,robbery,45.3,24.3,34.7,0.0,Sunny
128,02/20/2022,21:48:00,2022,violent,assault w/dangerous weapon,45.3,24.3,34.7,0.0,Sunny
129,02/20/2022,21:50:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
130,02/20/2022,22:30:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
131,02/20/2022,22:30:00,2022,property,theft f/auto,45.3,24.3,34.7,0.0,Sunny
132,02/20/2022,22:30:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
133,02/20/2022,22:31:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
134,02/20/2022,22:44:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
135,02/20/2022,23:39:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
136,02/20/2022,23:48:00,2022,property,theft/other,45.3,24.3,34.7,0.0,Sunny
137,02/21/2022,00:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
138,02/21/2022,00:53:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
139,02/21/2022,01:33:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
140,02/21/2022,02:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
141,02/21/2022,02:46:00,2022,violent,homicide,60.3,32.9,47.1,0.0,Overcast
142,02/21/2022,03:00:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
143,02/21/2022,04:34:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
144,02/21/2022,05:53:00,2022,property,burglary,60.3,32.9,47.1,0.0,Overcast
145,02/21/2022,06:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
146,02/21/2022,09:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
147,02/21/2022,09:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
148,02/21/2022,09:28:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
149,02/21/2022,10:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
150,02/21/2022,10:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
151,02/21/2022,10:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
152,02/21/2022,10:35:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
153,02/21/2022,10:57:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
154,02/21/2022,11:20:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
155,02/21/2022,11:55:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
156,02/21/2022,12:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
157,02/21/2022,12:50:00,2022,violent,assault w/dangerous weapon,60.3,32.9,47.1,0.0,Overcast
158,02/21/2022,13:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
159,02/21/2022,13:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
160,02/21/2022,14:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
161,02/21/2022,14:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
162,02/21/2022,14:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
163,02/21/2022,14:15:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
164,02/21/2022,15:11:00,2022,violent,assault w/dangerous weapon,60.3,32.9,47.1,0.0,Overcast
165,02/21/2022,15:15:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
166,02/21/2022,15:23:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
167,02/21/2022,15:30:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
168,02/21/2022,15:43:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
169,02/21/2022,16:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
170,02/21/2022,16:09:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
171,02/21/2022,17:08:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
172,02/21/2022,17:25:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
173,02/21/2022,17:30:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
174,02/21/2022,17:30:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
175,02/21/2022,18:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
176,02/21/2022,18:24:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
177,02/21/2022,18:28:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
178,02/21/2022,18:30:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
179,02/21/2022,18:30:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
180,02/21/2022,18:30:00,2022,violent,robbery,60.3,32.9,47.1,0.0,Overcast
181,02/21/2022,18:40:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
182,02/21/2022,18:41:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
183,02/21/2022,19:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
184,02/21/2022,19:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
185,02/21/2022,19:15:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
186,02/21/2022,19:15:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
187,02/21/2022,19:39:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
188,02/21/2022,19:50:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
189,02/21/2022,19:59:00,2022,violent,robbery,60.3,32.9,47.1,0.0,Overcast
190,02/21/2022,19:59:00,2022,property,burglary,60.3,32.9,47.1,0.0,Overcast
191,02/21/2022,20:08:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
192,02/21/2022,20:15:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
193,02/21/2022,20:21:00,2022,violent,robbery,60.3,32.9,47.1,0.0,Overcast
194,02/21/2022,20:27:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
195,02/21/2022,20:28:00,2022,violent,robbery,60.3,32.9,47.1,0.0,Overcast
196,02/21/2022,20:30:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
197,02/21/2022,20:32:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
198,02/21/2022,20:36:00,2022,violent,homicide,60.3,32.9,47.1,0.0,Overcast
199,02/21/2022,20:45:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
200,02/21/2022,21:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
201,02/21/2022,21:00:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
202,02/21/2022,21:11:00,2022,property,theft/other,60.3,32.9,47.1,0.0,Overcast
203,02/21/2022,21:42:00,2022,violent,assault w/dangerous weapon,60.3,32.9,47.1,0.0,Overcast
204,02/21/2022,22:00:00,2022,property,theft f/auto,60.3,32.9,47.1,0.0,Overcast
205,02/21/2022,22:21:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
206,02/21/2022,22:50:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
207,02/21/2022,23:00:00,2022,violent,assault w/dangerous weapon,60.3,32.9,47.1,0.0,Overcast
208,02/21/2022,23:05:00,2022,property,burglary,60.3,32.9,47.1,0.0,Overcast
209,02/21/2022,23:17:00,2022,violent,robbery,60.3,32.9,47.1,0.0,Overcast
210,02/21/2022,23:30:00,2022,property,burglary,60.3,32.9,47.1,0.0,Overcast
211,02/21/2022,23:43:00,2022,property,motor vehicle theft,60.3,32.9,47.1,0.0,Overcast
212,02/22/2022,00:00:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
213,02/22/2022,00:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
214,02/22/2022,00:04:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
215,02/22/2022,02:37:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
216,02/22/2022,03:43:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
217,02/22/2022,04:01:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
218,02/22/2022,04:32:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
219,02/22/2022,05:31:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
220,02/22/2022,07:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
221,02/22/2022,07:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
222,02/22/2022,07:14:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
223,02/22/2022,07:23:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
224,02/22/2022,07:26:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
225,02/22/2022,07:45:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
226,02/22/2022,07:55:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
227,02/22/2022,08:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
228,02/22/2022,08:02:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
229,02/22/2022,08:30:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
230,02/22/2022,08:56:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
231,02/22/2022,09:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
232,02/22/2022,09:48:00,2022,property,burglary,56.7,46.6,53.2,0.02,Light drizzle
233,02/22/2022,09:58:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
234,02/22/2022,10:37:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
235,02/22/2022,11:12:00,2022,violent,homicide,56.7,46.6,53.2,0.02,Light drizzle
236,02/22/2022,11:30:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
237,02/22/2022,11:30:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
238,02/22/2022,12:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
239,02/22/2022,12:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
240,02/22/2022,12:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
241,02/22/2022,12:04:00,2022,property,burglary,56.7,46.6,53.2,0.02,Light drizzle
242,02/22/2022,12:13:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
243,02/22/2022,12:53:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
244,02/22/2022,13:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
245,02/22/2022,13:24:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
246,02/22/2022,13:26:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
247,02/22/2022,13:33:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
248,02/22/2022,13:47:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
249,02/22/2022,13:51:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
250,02/22/2022,14:09:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
251,02/22/2022,14:11:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
252,02/22/2022,14:50:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
253,02/22/2022,15:09:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
254,02/22/2022,15:19:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
255,02/22/2022,15:39:00,2022,violent,homicide,56.7,46.6,53.2,0.02,Light drizzle
256,02/22/2022,16:15:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
257,02/22/2022,16:30:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
258,02/22/2022,16:56:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
259,02/22/2022,17:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
260,02/22/2022,17:13:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
261,02/22/2022,17:17:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
262,02/22/2022,18:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
263,02/22/2022,18:14:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
264,02/22/2022,18:25:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
265,02/22/2022,18:30:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
266,02/22/2022,19:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
267,02/22/2022,19:05:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
268,02/22/2022,19:13:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
269,02/22/2022,19:26:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
270,02/22/2022,19:31:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
271,02/22/2022,20:00:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
272,02/22/2022,20:00:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
273,02/22/2022,20:15:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
274,02/22/2022,20:35:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
275,02/22/2022,20:42:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
276,02/22/2022,21:11:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
277,02/22/2022,21:15:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
278,02/22/2022,21:23:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
279,02/22/2022,21:25:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
280,02/22/2022,21:30:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
281,02/22/2022,21:56:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
282,02/22/2022,22:04:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
283,02/22/2022,22:05:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
284,02/22/2022,22:06:00,2022,property,theft f/auto,56.7,46.6,53.2,0.02,Light drizzle
285,02/22/2022,22:33:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
286,02/22/2022,22:38:00,2022,property,motor vehicle theft,56.7,46.6,53.2,0.02,Light drizzle
287,02/22/2022,23:10:00,2022,property,theft/other,56.7,46.6,53.2,0.02,Light drizzle
288,02/22/2022,23:15:00,2022,violent,robbery,56.7,46.6,53.2,0.02,Light drizzle
289,02/22/2022,23:36:00,2022,violent,assault w/dangerous weapon,56.7,46.6,53.2,0.02,Light drizzle
